,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
9523,1999-04-06T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9524,1999-04-07T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9525,1999-04-08T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9526,1999-04-09T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9527,1999-04-10T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9528,1999-04-11T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9529,1999-04-12T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9530,1999-04-12T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9531,1999-04-13T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9532,1999-04-14T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9533,1999-04-15T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9534,1999-04-16T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9535,1999-04-17T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9536,1999-04-18T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9537,1999-04-19T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9538,1999-04-20T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9539,1999-04-21T00:00:00.0000000,5104013,DOE CREEK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9540,1999-01-01T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9541,1999-01-02T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9542,1999-01-03T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9543,1999-01-04T00:00:00.0000000,3703829,DENISON D RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9544,1999-03-22T00:00:00.0000000,3703829,DENISON D RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9545,1999-03-23T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9546,1999-03-24T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9547,1999-03-25T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9548,1999-03-26T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9549,1999-03-27T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9550,1999-03-28T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9551,1999-03-29T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9552,1999-03-30T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9553,1999-03-31T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9554,1999-04-01T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9555,1999-04-02T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9556,1999-04-03T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9557,1999-04-04T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9558,1999-04-05T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9559,1999-04-06T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9560,1999-04-07T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9561,1999-04-08T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9562,1999-04-09T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9563,1999-04-10T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9564,1999-04-11T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9565,1999-04-12T00:00:00.0000000,3703829,DENISON D RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9566,1999-04-12T00:00:00.0000000,3703829,DENISON D RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9567,1999-04-13T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9568,1999-04-14T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9569,1999-04-15T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9570,1999-04-16T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9571,1999-04-17T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9572,1999-04-18T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9573,1999-04-19T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9574,1999-04-20T00:00:00.0000000,3703829,DENISON D RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9575,1999-04-21T00:00:00.0000000,3703829,DENISON D RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9576,1999-01-01T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9577,1999-01-02T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9578,1999-01-03T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9579,1999-01-04T00:00:00.0000000,5104022,PASCAL POND NO 1,33.3,5300584,SHOSHONE POWER PLANT
9580,1999-03-22T00:00:00.0000000,5104022,PASCAL POND NO 1,66.7,5300584,SHOSHONE POWER PLANT
9581,1999-03-23T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9582,1999-03-24T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9583,1999-03-25T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9584,1999-03-26T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9585,1999-03-27T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9586,1999-03-28T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9587,1999-03-29T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9588,1999-03-30T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9589,1999-03-31T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9590,1999-04-01T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9591,1999-04-02T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9592,1999-04-03T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9593,1999-04-04T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9594,1999-04-05T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9595,1999-04-06T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9596,1999-04-07T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9597,1999-04-08T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9598,1999-04-09T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9599,1999-04-10T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9600,1999-04-11T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9601,1999-04-12T00:00:00.0000000,5104022,PASCAL POND NO 1,66.7,5300584,SHOSHONE POWER PLANT
9602,1999-04-12T00:00:00.0000000,5104022,PASCAL POND NO 1,33.3,5300584,SHOSHONE POWER PLANT
9603,1999-04-13T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9604,1999-04-14T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9605,1999-04-15T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9606,1999-04-16T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9607,1999-04-17T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9608,1999-04-18T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9609,1999-04-19T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9610,1999-04-20T00:00:00.0000000,5104022,PASCAL POND NO 1,100.0,5300584,SHOSHONE POWER PLANT
9611,1999-04-21T00:00:00.0000000,5104022,PASCAL POND NO 1,33.3,5300584,SHOSHONE POWER PLANT
9612,1999-01-01T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9613,1999-01-02T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9614,1999-01-03T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9615,1999-01-04T00:00:00.0000000,5104023,PASCAL POND NO 2,33.3,5300584,SHOSHONE POWER PLANT
9616,1999-03-22T00:00:00.0000000,5104023,PASCAL POND NO 2,66.7,5300584,SHOSHONE POWER PLANT
9617,1999-03-23T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9618,1999-03-24T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9619,1999-03-25T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9620,1999-03-26T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9621,1999-03-27T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9622,1999-03-28T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9623,1999-03-29T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9624,1999-03-30T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9625,1999-03-31T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9626,1999-04-01T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9627,1999-04-02T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9628,1999-04-03T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9629,1999-04-04T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9630,1999-04-05T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9631,1999-04-06T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9632,1999-04-07T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9633,1999-04-08T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9634,1999-04-09T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9635,1999-04-10T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9636,1999-04-11T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9637,1999-04-12T00:00:00.0000000,5104023,PASCAL POND NO 2,66.7,5300584,SHOSHONE POWER PLANT
9638,1999-04-12T00:00:00.0000000,5104023,PASCAL POND NO 2,33.3,5300584,SHOSHONE POWER PLANT
9639,1999-04-13T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9640,1999-04-14T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9641,1999-04-15T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9642,1999-04-16T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9643,1999-04-17T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9644,1999-04-18T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9645,1999-04-19T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9646,1999-04-20T00:00:00.0000000,5104023,PASCAL POND NO 2,100.0,5300584,SHOSHONE POWER PLANT
9647,1999-04-21T00:00:00.0000000,5104023,PASCAL POND NO 2,33.3,5300584,SHOSHONE POWER PLANT
9648,1999-01-01T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9649,1999-01-02T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9650,1999-01-03T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9651,1999-01-04T00:00:00.0000000,3703830,DENISON RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9652,1999-03-22T00:00:00.0000000,3703830,DENISON RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9653,1999-03-23T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9654,1999-03-24T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9655,1999-03-25T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9656,1999-03-26T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9657,1999-03-27T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9658,1999-03-28T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9659,1999-03-29T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9660,1999-03-30T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9661,1999-03-31T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9662,1999-04-01T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9663,1999-04-02T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9664,1999-04-03T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9665,1999-04-04T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9666,1999-04-05T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9667,1999-04-06T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9668,1999-04-07T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9669,1999-04-08T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9670,1999-04-09T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9671,1999-04-10T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9672,1999-04-11T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9673,1999-04-12T00:00:00.0000000,3703830,DENISON RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9674,1999-04-12T00:00:00.0000000,3703830,DENISON RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9675,1999-04-13T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9676,1999-04-14T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9677,1999-04-15T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9678,1999-04-16T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9679,1999-04-17T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9680,1999-04-18T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9681,1999-04-19T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9682,1999-04-20T00:00:00.0000000,3703830,DENISON RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9683,1999-04-21T00:00:00.0000000,3703830,DENISON RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9684,1999-01-01T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9685,1999-01-02T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9686,1999-01-03T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9687,1999-01-04T00:00:00.0000000,3703817,BOWN RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9688,1999-03-22T00:00:00.0000000,3703817,BOWN RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9689,1999-03-23T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9690,1999-03-24T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9691,1999-03-25T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9692,1999-03-26T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9693,1999-03-27T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9694,1999-03-28T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9695,1999-03-29T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9696,1999-03-30T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9697,1999-03-31T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9698,1999-04-01T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9699,1999-04-02T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9700,1999-04-03T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9701,1999-04-04T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9702,1999-04-05T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9703,1999-04-06T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9704,1999-04-07T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9705,1999-04-08T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9706,1999-04-09T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9707,1999-04-10T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9708,1999-04-11T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9709,1999-04-12T00:00:00.0000000,3703817,BOWN RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9710,1999-04-12T00:00:00.0000000,3703817,BOWN RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9711,1999-04-13T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9712,1999-04-14T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9713,1999-04-15T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9714,1999-04-16T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9715,1999-04-17T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9716,1999-04-18T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9717,1999-04-19T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9718,1999-04-20T00:00:00.0000000,3703817,BOWN RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9719,1999-04-21T00:00:00.0000000,3703817,BOWN RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9720,1999-01-01T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9721,1999-01-02T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9722,1999-01-03T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9723,1999-01-04T00:00:00.0000000,3703843,HOLLAND RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9724,1999-03-22T00:00:00.0000000,3703843,HOLLAND RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9725,1999-03-23T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9726,1999-03-24T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9727,1999-03-25T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9728,1999-03-26T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9729,1999-03-27T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9730,1999-03-28T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9731,1999-03-29T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9732,1999-03-30T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9733,1999-03-31T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9734,1999-04-01T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9735,1999-04-02T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9736,1999-04-03T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9737,1999-04-04T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9738,1999-04-05T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9739,1999-04-06T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9740,1999-04-07T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9741,1999-04-08T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9742,1999-04-09T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9743,1999-04-10T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9744,1999-04-11T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9745,1999-04-12T00:00:00.0000000,3703843,HOLLAND RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
9746,1999-04-12T00:00:00.0000000,3703843,HOLLAND RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
9747,1999-04-13T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9748,1999-04-14T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9749,1999-04-15T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9750,1999-04-16T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9751,1999-04-17T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9752,1999-04-18T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9753,1999-04-19T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9754,1999-04-20T00:00:00.0000000,3703843,HOLLAND RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
9755,1999-04-21T00:00:00.0000000,3703843,HOLLAND RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
