wdid,structureName,structureType,waterSource,streamMile,division,waterDistrict,subdistrict,county,designatedBasinName,managementDistrictName,latdecdeg,longdecdeg
3805731,SMITH WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.118903,-107.26776
3805732,SMITH WELL PERMIT 48637,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401108,-107.18807
3805733,SNETHEN WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.450647,-107.165211
3805734,SNOWMASS MESA NO 1 WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.26752,-106.972581
3805735,SNOWMASS MESA NO 2 WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.264022,-106.979949
3805736,SNOWMASS STORE AUX W 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.330109,-106.984327
3805737,SNYDER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.372297,-107.037781
3805738,SNYDER WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.411782,-107.092982
3805739,SOPRIS VILLAGE WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.391467,-107.08973
3805740,SOPRIS VILLAGE WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.386922,-107.090465
3805741,MID VALLEY METR DIST W5,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.395505,-107.103088
3805742,MID VALLEY METR DIST W6,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.397833,-107.104389
3805743,MID VALLEY METR DIST W7,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.398392,-107.106856
3805744,MID VALLEY METR DIST W8,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.399341,-107.107221
3805745,MID VALLEY METR DIST W9,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.400442,-107.110076
3805746,MID VALLEY METR DIST W10,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.372712,-107.078456
3805747,MID VALLEY METR DIST MT. SOPRIS W6,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.393348,-107.09133
3805748,MID VALLEY METR DIST W12,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.372834,-107.08171
3805749,FOX RUN POND,RESERVOIR,HUNTER CREEK,0.06,5,38,,PITKIN,,,39.200775,-106.820925
3805750,BLACK DIAMOND WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.148028,-106.783786
3805751,CABIN WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.382924,-106.954011
3805752,APARTMENT WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.382815,-106.957317
3805753,CASTLE VIEW POND WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.382107,-106.957088
3805754,MA WELL NO. 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.085647,-107.242453
3805755,MA WELL NO. 3,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.084735,-107.239314
3805756,MA WELL NO. 4,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.084252,-107.242397
3805757,MAROON CREEK RANCH HOA WELL NO 1,WELL,GROUNDWATER: MAROON CREEK,,5,38,,PITKIN,,,39.178732,-106.863941
3805758,VELASQUEZ/BEASLEY WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.458428,-107.210883
3805759,OGILBY GEOTHERMAL WELL FIELD,WELL FIELD,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.241221,-107.251178
3805760,BERSHENYI SPG NO 4 UPPER,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.470041,-107.358015
3805761,BERSHENYI SPG NO 5 UPPER,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.467946,-107.35956
3805762,BERSHENYI SPG NO 6 UPPER,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.46232,-107.360253
3805763,BERSHENYI SPG NO 7 UPPER,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.456524,-107.353305
3805764,GUS'S SPRING,SPRING,CRYSTAL RIVER,,5,38,,GUNNISON,,,39.082923,-107.229466
3805765,REC WELL FIELD,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.462485,-107.266518
3805766,KING RANCH POND WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.378156,-106.928222
3805767,SILVERMAN WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.267003,-106.959955
3805768,ASPEN GEOTHERMAL WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.194277,-106.809468
3805769,ASPEN GEOTHERMAL WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.191746,-106.817508
3805770,ASPEN GEOTHERMAL WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.187734,-106.820588
3805771,SOUTH WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.352484,-106.699946
3805772,SOUTHSIDE SPRING,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.501621,-107.351667
3805773,SPARKS WELL NO 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.217171,-107.224592
3805774,SPARKS WELL NO 2,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.215916,-107.225606
3805775,SPIRIT OF 75 WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.479837,-107.31618
3805776,SPRING PUMP HOUSE,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.267646,-106.980003
3805777,SPRING VALLEY RANCH W 3,WELL,GROUNDWATER: RED CANYON,,5,38,,GARFIELD,,,39.507037,-107.246814
3805778,SUNLIGHT WELL NO 12,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.401298,-107.354129
3805779,SPRING VALLEY WELL NO 1,WELL,GROUNDWATER: RED CANYON,,5,38,,GARFIELD,,,39.506171,-107.243611
3805780,SQUIRES WELL NO 1,WELL,GROUNDWATER: COULTER CREEK,,5,38,,GARFIELD,,,39.488963,-107.127238
3805781,ST JUDES WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.355479,-107.026736
3805782,ST JUDES WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.355479,-107.026736
3805783,STACEY WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.419756,-107.12109
3805784,STARK WELL NO 1,WELL,GROUNDWATER: PRINCE CREEK,,5,38,,PITKIN,,,39.358858,-107.185491
3805785,STARKS WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.416036,-107.21156
3805786,STAUFFER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.474139,-107.269388
3805787,STAYTON SPRING,SPRING,FRYINGPAN RIVER,,5,38,,PITKIN,,,39.359762,-106.695286
3805788,STEINMETZ WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,,
3805789,STEINMETZ WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,,
3805790,STEPHEN CALLICOTTE WELL,WELL,GROUNDWATER: SPRING CREEK,,5,38,,GARFIELD,,,39.438727,-107.171522
3805791,STEPHENSON WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.460553,-107.331415
3805792,STERN EMMA WELL NO 1,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.340885,-107.055865
3805793,STERN EMMA WELL NO 2,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.340885,-107.055865
3805794,STEVENSON WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.177942,-106.807139
3805795,STEWART WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.397443,-107.116431
3805796,STIRLING WELL NO 10,WELL,GROUNDWATER: BLUE CREEK,,5,38,,GARFIELD,,,39.415684,-107.12605
3805797,STIRLING WELL NO 11,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.415463,-107.144884
3805798,STIRLING WELL NO 03,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.419121,-107.139927
3805799,STIRLING WELL NO 04,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.415501,-107.14014
3805800,STIRLING WELL NO 05,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.423005,-107.134963
3805801,STIRLING WELL NO 06,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.415563,-107.135392
3805802,STIRLING WELL NO 07,WELL,GROUNDWATER: BLUE CREEK,,5,38,,GARFIELD,,,39.423037,-107.130293
3805803,STIRLING WELL NO 08,WELL,GROUNDWATER: BLUE CREEK,,5,38,,GARFIELD,,,39.419244,-107.130512
3805804,STIRLING WELL NO 09,WELL,GROUNDWATER: BLUE CREEK,,5,38,,GARFIELD,,,39.415623,-107.130721
3805805,STIRLING WELL NO 12,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.419083,-107.144666
3805806,STOWE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.475615,-107.279487
3805807,STRANG WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.435203,-107.143424
3805808,STROOK WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.430811,-107.21614
3805809,STROOK WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.427257,-107.206798
3805810,STUTSMAN GERBAZ W NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.300042,-106.934634
3805811,STUTSMAN GERBAZ W NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.299546,-106.930921
3805812,STUTSMAN GERBAZ W NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.301573,-106.933065
3805813,STUTSMAN GERBAZ W NO 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.300857,-106.932801
3805814,STUTSMAN GERBAZ W NO 5,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.299789,-106.932007
3805815,STUTSMAN GERBAZ W NO 6,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.299079,-106.930282
3805816,STUTSMAN GERBAZ W NO 7,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.298249,-106.928717
3805817,STUTSMAN GERBAZ W NO 8,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.297421,-106.92757
3805818,STUTSMAN GERBAZ W NO 9,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.298723,-106.928371
3805819,SUNLIGHT MINE HOISTED W,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.402849,-107.322075
3805820,SUNLIGHT SPRING,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.480579,-107.270096
3805821,T O WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404708,-107.150166
3805822,TAYLOR CREEK WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.377607,-106.942823
3805823,TELINDE SPRING,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.507853,-107.305095
3805824,TEMPLETON WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.416912,-107.302963
3805825,TEPOEL WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.417106,-107.206371
3805826,THRALL WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.475553,-107.322271
3805827,THREE MILE WELL NO 1,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.505715,-107.335833
3805828,THREE MILE WELL NO 2,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.508702,-107.329304
3805829,CRYSTAL R HOT SPRING WEL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.231867,-107.22735
3805830,NICKELSON SPRING,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.235618,-107.046402
3805831,THUNDER RIVER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.421952,-107.093405
3805832,FISCHER SPRING (3 MI),SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.517232,-107.338348
3805833,TIERACK WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.408897,-107.157484
3805834,TIFFANY SQUARE WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GARFIELD,,,39.40025,-107.216778
3805835,TIMROTH WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.350274,-107.014663
3805836,TIMROTH WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.355479,-107.022035
3805837,TIMROTH WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.355479,-107.022035
3805838,TIMROTH WELL NO 4,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.322771,-107.031563
3805839,TODDS CABIN SPRING,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.45709,-107.34076
3805840,TOTMAN WELL,WELL,GROUNDWATER: CASTLE CREEK,,5,38,,PITKIN,,,39.083521,-106.80541
3805841,TRAUL SPRING & PIPELINE,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.438471,-107.311881
3805842,TREATMENT PLANT WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.366526,-107.04676
3805843,TREATMENT PLANT WELL 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.366663,-107.046183
3805844,TRIPP WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GARFIELD,,,39.383179,-107.201468
3805845,ASPEN MESA WELL NO 3,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.41967,-107.099517
3805846,TRUJILLO WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.419802,-107.230014
3805847,TUCKER WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.315411,-106.980156
3805848,TUDOR MAIN HOUSE WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.330051,-106.980081
3805849,TUDOR MAIN HOUSE WELL 5,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.331223,-106.984034
3805850,TUERK/BUDD WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.260255,-106.909028
3805851,TURNER WELL NO 1,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.509211,-107.318714
3805852,UNNAMED SPRINGS,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.505358,-107.356236
3805853,UP CATTLE CR SUB WELL 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.456023,-107.186772
3805854,VAGNEUR HOUSE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.279018,-106.8809
3805855,VAN DEVENDER DOM WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.477197,-107.319347
3805856,VAN POOL WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.412353,-107.206919
3805857,VAN RAND WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.469926,-107.266403
3805858,ASPEN GEOTHERMAL WELL NO 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.184807,-106.819355
3805859,VELTUS WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.495487,-107.211479
3805860,VERNER WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.46824,-107.274884
3805861,VERNER WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.46824,-107.274884
3805862,VICENZI WELL,WELL,GROUNDWATER: CASTLE CREEK,,5,38,,PITKIN,,,39.083521,-106.80541
3805863,VINTAGE HOUSE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.179731,-106.84214
3805864,WESTBANK RANCH 1 WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.480431,-107.297622
3805865,WESTBANK RANCH 1 WELL 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.480155,-107.29881
3805866,WADSWORTH WELL NO 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.118903,-107.26776
3805867,WAGGONER WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.184499,-107.236505
3805868,WALLIN WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.468307,-107.322143
3805869,WARE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.254981,-106.892625
3805870,WAREHOUSE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.22026,-106.856216
3805871,WATERS WELL,WELL,GROUNDWATER: LANDIS CREEK,,5,38,,GARFIELD,,,39.505985,-107.231277
3805872,WATTS SPOT WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.50113,-107.301455
3805873,WEAVER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.380804,-107.088449
3805874,WEBB WELL,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.522941,-107.365061
3805875,WEBSTER WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.238851,-106.862299
3805876,WEINANT SPRING AND PL,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.393728,-106.832145
3805877,WEISS WELL NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.443633,-107.185223
3805878,ASPEN GEOTHERMAL WELL NO 5,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.189499,-106.813143
3805879,WELL FOR COTTAGES NO 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.331263,-106.983281
3805880,WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.355479,-107.022035
3805881,WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,,
3805882,WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,,
3805883,NELSON WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.497019,-107.314434
3805884,SANDERS WELL NO 1,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.377221,-106.994054
3805885,WEST CHILD SPRING,SPRING,LITTLE ELK CREEK,,5,38,,PITKIN,,,39.258461,-107.044852
3805886,WESTBANK RANCH 1 WELL 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.481333,-107.291606
3805887,WESTBANK RANCH 1 WELL 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.481968,-107.297335
3805888,SPRINGRIDGE WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.457384,-107.312658
3805889,SPRINGRIDGE WELL NO 2,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.465757,-107.319723
3805890,WHITCOMB WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.250224,-106.893135
3805891,WHITE WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.358475,-106.695292
3805892,WHITMER SPRING,SPRING,ROARING FORK RIVER,,5,38,,PITKIN,,,39.267928,-106.885395
3805893,WILD WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.245617,-106.889569
3805894,WILDWOOD SCHOOL WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.153662,-106.784206
3805895,WILLIAMS WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.362642,-106.730457
3805896,WILLIAMS WELL NO 1,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.361066,-106.7011
3805897,WILLIAMSON WELL NO 2,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.263725,-107.230212
3805898,WILLIS WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.468112,-107.270212
3805899,WILSON WELL,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344509,-107.055888
3805900,WILSON WELL NO 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GARFIELD,,,39.408263,-107.233082
3805901,WINDMILL WELL,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.451908,-107.092969
3805902,WINDSTAR SPRING NO 2,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.263939,-106.98461
3805903,WINDSTAR SPRING NO 3,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.285908,-106.966209
3805904,WINDSTAR SPRING NO 4,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.289736,-106.971121
3805905,WINDSTAR SPRING NO 1,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.271103,-106.989359
3805906,WINGERS WELL,WELL,GROUNDWATER: CAPITOL CREEK,,5,38,,PITKIN,,,39.260519,-106.885267
3805907,WINKLER WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GARFIELD,,,39.383157,-107.196822
3805908,WITT WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.422639,-107.093097
3805909,WITT WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.426396,-107.09729
3805910,WM FENDER AP FENDER WELL,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,,
3805911,WM PAT FENDER SPG NO 1,SPRING,SOPRIS CREEK,,5,38,,PITKIN,,,39.308291,-107.074449
3805912,WM PAT FENDER WELL NO 1,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.355499,-107.060581
3805913,WOLFE PIPELINE,PIPELINE,ROARING FORK RIVER,25.61,5,38,,EAGLE,,,39.372213,-107.037407
3805914,WOLLEY WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.363843,-106.732136
3805915,WOODEN SPRING NO 1,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.294423,-107.006846
3805916,JAN #1 WELL,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.412938,-107.110604
3805917,WOODS WELL NO 1,WELL,GROUNDWATER: OWL CREEK,,5,38,,PITKIN,,,39.209246,-106.875222
3805918,WOODS WELL NO 2,WELL,GROUNDWATER: OWL CREEK,,5,38,,PITKIN,,,39.209246,-106.875222
3805919,YELLOW GULCH WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.197857,-106.804912
3805920,YOUMANS SPRING NO 1,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,39.355761,-107.203522
3805921,YULE CREEK FALLS SPRING,SPRING,CRYSTAL RIVER,,5,38,,GUNNISON,,,39.046977,-107.175306
3805922,ZILM WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.477181,-107.322416
3805923,ZILM WELL NO 2,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.471689,-107.315479
3805924,AMES WELL NO 1,WELL,GROUNDWATER: CAPITOL CREEK,,5,38,,PITKIN,,,39.300974,-107.013038
3805925,AMES WELL NO 2,WELL,GROUNDWATER: CAPITOL CREEK,,5,38,,PITKIN,,,39.30098,-107.008358
3805926,ARBANEY WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.478012,-107.317524
3805927,BLUE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.412164,-107.160605
3805928,CAPITOL WOODS SPG WELL 1,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.304573,-106.985004
3805929,COLO MT COLLEGE WELL 3,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.475834,-107.236742
3805930,COLO MT COLLEGE WELL 4,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.473907,-107.237203
3805931,HUMAGE WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.482221,-107.316805
3805932,HURRICANE SPRING,SPRING,CASTLE CREEK,,5,38,,PITKIN,,,39.123591,-106.829514
3805933,HUSTON SPRING NO 1,SPRING,THREEMILE CREEK,,5,38,,GARFIELD,,,39.508506,-107.33284
3805934,J A CAIN WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.448768,-107.196826
3805935,J D MILLER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.471864,-107.27485
3805936,J A SHARP WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.452515,-107.139655
3805937,JACK PATTISON WELL,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.437639,-107.177265
3805938,JACKSON WELL 1 NO 40482,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.492223,-107.305612
3805939,JACKSON WELL 2 NO 39739,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401108,-107.18807
