wdid,structureName,structureType,waterSource,streamMile,division,waterDistrict,subdistrict,county,designatedBasinName,managementDistrictName,latdecdeg,longdecdeg
7204758,H.G.45 SSC PARKVIEW #2,OTHER,COTTONWOOD CREEK,4.54,5,72,,MESA,,,39.144281,-108.03748
7204759,H.G.46 SSC JCP #1,OTHER,BULL CREEK,4.3,5,72,,MESA,,,39.138224,-108.044831
7204760,H.G.47 SSC JCP #2,OTHER,BULL CREEK,4.28,5,72,,MESA,,,39.138226,-108.045444
7204761,H.G.49.5 SSC MIDDLE SPRING CREEK,OTHER,SPRING CREEK,4.27,5,72,,MESA,,,39.138799,-108.077812
7204762,H.G.50 SSC MULE SPRINGS,OTHER,SPRING CREEK,3.74,5,72,,MESA,,,39.139524,-108.103431
7204763,H.G.51 SSC BARNES DITCH,OTHER,COON CREEK,4.41,5,72,,MESA,,,39.130833,-108.123557
7204764,H.G.52 SSC COON CREEK DITCH,OTHER,COON CREEK,5.75,5,72,,MESA,,,39.117575,-108.130186
7204765,H.G.55 SSC MESA CREEK DITCH #2,OTHER,MESA CREEK,7.14,5,72,,MESA,,,39.10371,-108.138926
7204766,H.G.56 SSC INDEPENDENT DITCH #4,OTHER,MESA CREEK,6.84,5,72,,MESA,,,39.10224,-108.146989
7204767,H.G.3 SSC LITTLE FINN & LEON,OTHER,PLATEAU CREEK,32.44,5,72,,MESA,,,39.220924,-107.839138
7204900,GREEN MTN RES (HUP),RESERVOIR,TRANSBASIN WATER,,5,72,,SUMMIT,,,39.875876,-106.329275
7204901,RUEDI RESERVOIR,RESERVOIR,TRANSBASIN WATER,,5,72,,PITKIN,,,39.362239,-106.820949
7204903,GREEN MTN RES(CONTRACT),RESERVOIR,TRANSBASIN WATER,,5,72,,SUMMIT,,,39.875876,-106.329275
7204906,VEGA RES(VEGA PROJ POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204907,VEGA RES(BIG CREEK RES POOL),RESERVOIR,PLATEAU CREEK,33.71,5,72,,MESA,,,39.22444,-107.811158
7204908,VEGA RES(COTTNWOOD RES POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204909,VEGA RES(BIG CR REPLACE POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204910,WOLFORD-WEST SLOPE POOL,RESERVOIR,TRANSBASIN WATER,,5,72,,,,,,
7204911,WOLFORD FISH POOL,MINIMUM FLOW,TRANSBASIN WATER,,5,72,,GRAND,,,,
7204912,VEGA RES(COTTONWOOD CR REPLACE POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204913,VEGA RES(LAMBERT RES POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204914,VEGA RES(KITSON RES POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7204915,WILLIAMS FORK RESERVOIR,RESERVOIR,TRANSBASIN WATER,,5,72,,GRAND,,,,
7204916,GRANBY RES,RESERVOIR,TRANSBASIN WATER,,5,72,,UNKNOWN,,,,
7204917,WILLOW CREEK RES,RESERVOIR,TRANSBASIN WATER,,5,72,,UNKNOWN,,,,
7204918,VEGA RES(DECAMP RES POOL),RESERVOIR,PLATEAU CREEK,33.59,5,72,,MESA,,,39.224471,-107.814049
7205000,FRANKLIN PIT,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.057517,-108.466601
7205001,AMOS A BRUNER WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.055944,-108.580379
7205002,COLLINS ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.046569,-108.559202
7205003,FIELDS ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.050224,-108.568497
7205004,FILES WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.076314,-108.530388
7205005,FISCHER WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.041056,-108.545287
7205006,FLECK WELL NO 1,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.052875,-108.58734
7205007,J L FORD ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.060744,-108.591551
7205008,GRAND VIEW ARTESIAN NO 1,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.045689,-108.620174
7205009,HOLLY SUGAR COR ART WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.053772,-108.545217
7205010,HUMPHRIES WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.083838,-108.649805
7205011,KING WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.039613,-108.563802
7205012,LIMBERG ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.046575,-108.563796
7205013,MESA COLLEGE ARTESIAN W,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.057512,-108.587098
7205014,ROBB ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.035019,-108.627263
7205015,JOE ROZELLE WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.039474,-108.610164
7205016,SHERMAN ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.04217,-108.548045
7205017,STREBB ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.046848,-108.642471
7205018,WELBY SCHRADER NO 1 WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.038752,-108.627454
7205019,ANDERSON WELL,WELL,GROUNDWATER: WATSON CREEK,,5,72,,MESA,,,39.160565,-108.141186
7205020,TWIN PEAKS BIBLE CAMP SP,SPRING,BIG CREEK,,5,72,,MESA,,,39.143894,-107.937729
7205021,ASSOCIATED WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.061061,-108.563873
7205022,BERTHA A LLOYD WELL,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.164299,-108.122237
7205023,BUMGUARDNER WELL,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.156897,-108.150502
7205024,CURRIER WELL NO 3,WELL,GROUNDWATER: COTTONWOOD CREEK,,5,72,,MESA,,,39.171549,-108.028157
7205025,CASTLE WATER WELL,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.225681,-107.961639
7205026,COAKLEY WELL,WELL,GROUNDWATER: BIG CREEK,,5,72,,MESA,,,39.195239,-107.955335
7205027,CURRIER WELL NO 1 (PLAT),WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.19041,-108.066798
7205028,CURRIER WELL NO 1,WELL,GROUNDWATER: COTTONWOOD CREEK,,5,72,,MESA,,,39.166742,-108.0398
7205029,CURRIER WELL NO 2,WELL,GROUNDWATER: COTTONWOOD CREEK,,5,72,,MESA,,,39.176214,-108.035834
7205030,FETTERS WELL NO 1,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.130275,-108.134867
7205031,FETTERS WELL NO 2,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.130275,-108.134867
7205032,GUNDERSON WELL,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.253924,-107.918485
7205033,HAROLD HARVEY WELL NO 1,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.158889,-108.160147
7205034,HARVEY WELL NO 1,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.167901,-108.150471
7205035,HARVEY WELL NO 2,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.160445,-108.164642
7205036,HARVEY WELL NO 3,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.160445,-108.164642
7205037,HAWKINS WELL NO 1,WELL,GROUNDWATER: BULL CREEK,,5,72,,MESA,,,39.158931,-108.063532
7205038,HAWKINS WELL NO 2,WELL,GROUNDWATER: BULL CREEK,,5,72,,MESA,,,39.16256,-108.069741
7205039,HAWKINS WELL NO 1,WELL,GROUNDWATER: BIG CREEK,,5,72,,MESA,,,39.206486,-107.976406
7205040,HENDERSON WELL,WELL,GROUNDWATER: BIG CREEK,,5,72,,MESA,,,39.211521,-107.955219
7205041,HOPSON WELL NO 1,WELL,GROUNDWATER: KIMBALL CREEK,,5,72,,MESA,,,39.262797,-107.961278
7205042,INGRAM WELL,WELL,GROUNDWATER: KIMBALL CREEK,,5,72,,MESA,,,39.249985,-107.954598
7205043,LLOYD WELL NO 1,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.164222,-108.145827
7205044,LYONS WELL,WELL,GROUNDWATER: BIG CREEK,,5,72,,MESA,,,39.187711,-107.970103
7205045,MADSEN WELL NO 1,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.153298,-108.145861
7205046,MASTROVICH WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.068298,-108.614891
7205047,MESA WATER WORKS WELL 2,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.161389,-108.137302
7205048,MESA WATER WORKS WELL 1,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.16146,-108.137351
7205049,NICHOLS WELL,WELL,GROUNDWATER: SPRING CREEK,,5,72,,MESA,,,39.173418,-108.099217
7205050,NICHOLS AND KNAPP WELL,WELL,GROUNDWATER: BUZZARD CREEK,,5,72,,MESA,,,39.250048,-107.949565
7205051,POWDER MTN WELL NO 1,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.15292,-108.133014
7205052,POWDER MTN WELL NO 2,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.155586,-108.126642
7205053,POWDER MTN WELL NO 3,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.165719,-108.124695
7205054,POWDER MTN WELL NO 4,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.139031,-108.164579
7205055,POWDER MTN WELL NO 5,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.142102,-108.142009
7205056,PREWETT WELL,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.167805,-108.127114
7205057,RICHARD SMITH WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.092904,-108.66486
7205058,ROBBINS WELL,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.254006,-107.922179
7205059,SEVERSON NO 1 WELL,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.151958,-108.158934
7205060,SIEBER WELL,WELL,GROUNDWATER: COTTONWOOD CREEK,,5,72,,MESA,,,39.16589,-108.031339
7205061,SPRINGER WELL,WELL,GROUNDWATER: SPRING CREEK,,5,72,,MESA,,,39.169369,-108.087154
7205062,STARKS WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.132503,-108.728892
7205063,STASSEN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.103386,-108.668964
7205064,STITES WELL,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.237782,-107.960133
7205065,STUCKER WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.06108,-108.591676
7205066,TRACY WELL,WELL,GROUNDWATER: BIG CREEK,,5,72,,MESA,,,39.193876,-107.968437
7205067,VERNON J BISHOP WELL NO1,WELL,GROUNDWATER: LIMEKILN GULCH,,5,72,,MESA,,,39.091919,-108.645171
7205068,VOGEL ARTESIAN WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.066834,-108.595881
7205069,W R HALL WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.082736,-108.587166
7205070,WASSON WELL NO 1,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.165532,-108.129976
7205071,WELL NO 1 VEGA REC AREA,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.23155,-107.785228
7205072,WELL NO 2 VEGA REC AREA,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.231467,-107.785295
7205073,WELL NO 7592,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.216148,-107.814707
7205074,WILLSONS WELL NO 1,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.256458,-107.924836
7205075,WOOLWORTH WELL,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.164191,-108.155267
7205076,W R LLOYD WELL,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.149661,-108.136445
7205077,YOUNG WATER WELL,WELL,GROUNDWATER: GROVE CREEK,,5,72,,MESA,,,39.237749,-107.960386
7205078,YOUNG WELL NO 1,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.239775,-107.962163
7205079,WET BAR SPRING,SPRING,GROVE CREEK,,5,72,,MESA,,,39.225463,-107.943979
7205080,ASPEN PARK WELL,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.220661,-107.785948
7205081,QUAIL SPRINGS NO 1,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.068278,-108.415737
7205082,QUAIL SPRINGS NO 2,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.068278,-108.415737
7205083,ERICS SPRING,SPRING,EAST SALT CREEK,,5,72,,MESA,,,39.264342,-108.867849
7205084,M J SPRING,SPRING,EAST SALT CREEK,,5,72,,MESA,,,39.267455,-108.859794
7205085,JUNE SPRING,SPRING,MESA CREEK,,5,72,,MESA,,,39.14947,-108.138345
7205086,RIDGES WELL NO 1,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.060127,-108.607729
7205087,LACHNIET SPRING,SPRING,GROVE CREEK,,5,72,,MESA,,,39.216605,-107.94984
7205088,STEVES SPRING NO 1,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.212111,-107.73824
7205089,STEVES SPRING NO 2,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.215734,-107.738256
7205090,HARRIS AND SONS WELL,WELL,GROUNDWATER: BULL CREEK,,5,72,,MESA,,,39.154669,-108.068345
7205091,PEPE SPRING NO 1,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.180489,-108.759394
7205092,ASPEN GROVE SPRING NO 1,SPRING,MESA CREEK,,5,72,,MESA,,,39.067794,-108.120259
7205093,ASPEN GROVE SPRING NO 2,SPRING,MESA CREEK,,5,72,,MESA,,,39.067794,-108.120259
7205094,GRUBBS SEEPAGE SPRINGS,SPRING,MESA CREEK,,5,72,,MESA,,,39.185906,-108.141202
7205095,DAVID AND DARREN SPRING,SPRING,MESA CREEK,,5,72,,MESA,,,39.185906,-108.141202
7205096,SHRINNY WELL NO 1,WELL,GROUNDWATER: LIMEKILN GULCH,,5,72,,MESA,,,39.079476,-108.65678
7205097,MOTZ SPRING NO 1,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.06103,-108.438704
7205098,EAST DESERT WELL,WELL,GROUNDWATER: BIG SALT WASH,,5,72,,MESA,,,39.363463,-108.737621
7205099,MAX'S SPRING,SPRING,GROVE CREEK,,5,72,,MESA,,,39.15446,-107.911233
7205100,BARGSTEN WELL NO 1,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.066428,-108.424642
7205101,COTTIER WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.077373,-108.440542
7205102,CAMPBELL SPRING NO 2,SPRING,GROVE CREEK,,5,72,,MESA,,,39.184935,-107.923175
7205103,CENTER SPRING,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.275039,-107.790632
7205104,CHARLESWORTH SPRING,SPRING,BULL CREEK,,5,72,,MESA,,,39.117497,-108.046852
7205105,TERESA SPRING,SPRING,MESA CREEK,,5,72,,MESA,,,39.149051,-108.138523
7205106,DARRA SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.193077,-108.178928
7205107,FLECK ARTESIAN WELL NO 2,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.052384,-108.588343
7205108,GIBSON SPRINGS,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.245793,-107.94191
7205109,GORE WELL NO 1,WELL,GROUNDWATER: PLATEAU CREEK,,5,72,,MESA,,,39.174708,-108.104227
7205110,HARPER WELL,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.155728,-108.128083
7205111,HILL SPRING,SPRING,GROVE CREEK,,5,72,,MESA,,,39.228495,-107.946619
7205112,HOOPER SPG & PL NO 1,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.242365,-107.967964
7205113,IRBY SPRING PIPELINE 1,SPRING,COTTONWOOD CREEK,,5,72,,MESA,,,39.150562,-108.019724
7205114,JAKE JR SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.192443,-108.178066
7205115,JAKE SR SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.192705,-108.176735
7205116,JANNA SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.192568,-108.182389
7205117,JOHNSON WELL,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.10021,-108.12591
7205118,J-J WELL,WELL,GROUNDWATER: WALLACE GULCH,,5,72,,MESA,,,39.156823,-108.164597
7205119,KINGERY SPRING,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.243693,-107.944475
7205120,KINLEY SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.192129,-108.180321
7205121,LAWSON WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.117715,-108.71841
7205122,LINN WELL NO 1,WELL,GROUNDWATER: BUZZARD CREEK,,5,72,,MESA,,,39.268128,-107.800167
7205123,LLOYD WELL NO 2,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.149538,-108.140523
7205124,LYONS SPRING NO 1,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.242798,-107.949531
7205125,LYONS SPRING NO 2,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.246802,-107.940343
7205126,LYONS SPRINGS,SPRING,BUZZARD CREEK,,5,72,,GARFIELD,,,39.400501,-107.716457
7205127,MARILYN SPRING,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.053884,-108.438825
7205128,MATHIS SPRING PL,SPRING,COTTONWOOD CREEK,,5,72,,MESA,,,39.181918,-108.038857
7205129,NORTH CANYON SPG & PL 1,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.612691,-108.893236
7205130,NORTH SPRING,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.278642,-107.795278
7205131,RAMONA SPRINGS AND SEEP,SPRING,PLATEAU CREEK,,5,72,,MESA,,,39.189224,-108.177215
7205132,SCHMIDT WELL NO 1,WELL,GROUNDWATER: MESA CREEK,,5,72,,MESA,,,39.156897,-108.150502
7205133,SOUTH SPRING,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.275039,-107.790632
7205134,STANDIFIRD SPRING NO 1,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.263185,-107.838711
7205135,STANDIFIRD SPRING NO 2,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.270365,-107.82128
7205136,STANDIFIRD SPRING NO 3,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.269327,-107.828436
7205137,TERESA SPG & JUNE SPG,SPRING,MESA CREEK,,5,72,,MESA,,,39.149661,-108.136445
7205138,WASSON WELL NO 2,WELL,GROUNDWATER: COON CREEK,,5,72,,MESA,,,39.164155,-108.131755
7205139,WESTWOOD SPRING,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.097127,-108.55932
7205140,COLM G 3212 BFA WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.118921,-108.731474
7205141,COX WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.317999,-108.245024
7205142,LYONS SPRING,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.271513,-107.795388
7205143,COMPANION SPRING NO 1,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.510059,-108.676398
7205144,EAST SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.590427,-108.762588
7205145,HATCHET SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.57962,-108.74385
7205146,JACKSON SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.576,-108.743881
7205147,SERVICEBERRY SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.615768,-108.865675
7205148,CHAMBERLAIN CANYON SPG,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.61577,-108.856284
7205149,THREE SEEP SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.593978,-108.790759
7205150,SLUMP SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.601306,-108.842252
7205151,TRAIL CANYON SPRINGS 1&2,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.601291,-108.846932
7205152,MARSHY SPRINGS NO 1 & 2,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.574892,-108.844832
7205153,BOG SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.605226,-108.908733
7205154,HAWK SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.607617,-108.906202
7205155,COMPANION SPRING NO 3,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.510059,-108.676398
7205156,STINKY SNAKE SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.559284,-108.737338
7205157,EAGLE SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.559284,-108.737338
7205158,GAS SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.555652,-108.74157
7205159,BARREL SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.555896,-108.709163
7205160,IRON SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.490034,-109.005389
7205161,ECHO-SALT WASH SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.481048,-108.63465
7205162,ECHO SHALE SPRINGS NO1&2,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.473594,-108.625274
7205163,FALL SPRINGS NO 1 AND 2,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.473594,-108.625274
7205164,EARTH TANK SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.593322,-108.802686
7205165,DRINK SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.57861,-108.834551
7205166,GARTER SNAKE SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.575705,-108.828149
7205167,DRIPPING SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.575705,-108.828149
7205168,EDDS CANYON SPRING NO 1,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.570407,-108.75484
7205169,SLIDE SPRING (SEC 8),SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.559957,-108.782719
7205170,ED YOUNG SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.544964,-108.746366
7205171,CLUSTER SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.474259,-108.709006
7205172,KUHN SPRING NO 1,SPRING,BUZZARD CREEK,,5,72,,MESA,,,39.225418,-107.724176
7205173,FOSBURGH SPRING NO 1,SPRING,GROVE CREEK,,5,72,,MESA,,,39.216605,-107.94984
7205174,PICKET PASS SPRING NO 1,SPRING,MESA CREEK,,5,72,,MESA,,,39.049558,-108.169817
7205175,HUBBARD WELL,WELL,GROUNDWATER: EAST SALT CREEK,,5,72,,MESA,,,,
7205176,TIARA RADO GC W 041160-F,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.075899,-108.675635
7205177,PICKET PASS SPRING NO 2,SPRING,MESA CREEK,,5,72,,MESA,,,39.049558,-108.169817
7205178,PICKET PASS SPRING NO 3,SPRING,MESA CREEK,,5,72,,MESA,,,39.049558,-108.169817
7205179,PICKET PASS SPRING NO 4,SPRING,MESA CREEK,,5,72,,MESA,,,39.053199,-108.1698
7205180,DUDE SPRING,SPRING,MESA CREEK,,5,72,,MESA,,,39.059262,-108.155939
7205181,BILLS RUN SPRING,SPRING,MESA CREEK,,5,72,,MESA,,,39.049494,-108.143426
7205182,JOHNSON SPRING,SPRING,COLORADO RIVER,,5,72,,MESA,,,39.086495,-108.396481
7205183,POWER ROAD WELL A,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.066978,-108.590053
7205184,FLECK WELL NO 2,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.052384,-108.588343
7205185,SHERIDAN SPRING,SPRING,MACK WASH,,5,72,,MESA,,,39.2483,-108.857294
7205186,REDD WELL,WELL,GROUNDWATER: COLORADO RIVER,,5,72,,MESA,,,39.062692,-108.582407
7205187,STEPHENS SPRING,SPRING,KIMBALL CREEK,,5,72,,MESA,,,39.321325,-107.951708
7205188,SALTLICK SEEP,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.396944,-108.625828
7205189,FINALLY SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.463379,-108.713666
7205190,COW PATH SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.462645,-108.634593
7205191,TORN PANT SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.462645,-108.634593
7205192,THREE SOURCE SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.466257,-108.643881
7205193,DIHE SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.469926,-108.643898
7205194,VEGETATED SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.473547,-108.643927
7205195,WEST ECHO SPRING,SPRING,BIG SALT WASH,,5,72,,GARFIELD,,,39.477181,-108.639298
7205196,KORSLANDS SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.542633,-108.671877
7205197,BUZZING SEEP SPRING,SPRING,WEST SALT CREEK,,5,72,,GARFIELD,,,39.586262,-108.910551
7205198,SLIDE SPRING (SEC 33),SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.57915,-108.856328
7205199,WILLOW MEADOW SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.579753,-108.692394
7205200,CATTLES SHADY SPRING,SPRING,EAST SALT CREEK,,5,72,,RIO BLANCO,,,39.653067,-108.714438
7205201,SIDE CHANNEL SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.586902,-108.697059
7205202,CARCASS SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.594048,-108.715763
7205203,SEANS SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.594048,-108.715763
7205204,RIFKINS SPRING,SPRING,EAST SALT CREEK,,5,72,,GARFIELD,,,39.597688,-108.692472
7205205,FISHER SPRING,SPRING,COON CREEK,,5,72,,MESA,,,39.1073,-108.139721
