WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
7203537,21.61,12/31/02,55517.51768,8276.4,39.170341,-108.799546,6117
7203539,20.75,12/31/02,55517.51768,7840.8,39.171315,-108.81013,6117
7203540,20.47,12/31/02,55517.51768,128937.6,39.167594,-108.812999,6117
7203541,22.06,12/31/02,55517.51768,264409.2,39.16188,-108.796662,6117
7203542,21.96,12/31/02,55517.51768,424274.4,39.163074,-108.799275,6117
7203543,22.01,12/31/02,55517.51768,184258.8,39.165193,-108.794614,6117
7203544,21.61,12/31/02,55517.51768,687812.4,39.170079,-108.800028,6117
3603688,0.29,12/31/02,55517.51746,217800,39.652636,-106.081431,6117
7203557,5.09,12/31/02,55517.51378,108900,39.218218,-107.734311,6117
3804336,6.44,12/31/02,55517.51377,15246,39.125983,-106.849653,6117
3804332,2.62,12/31/02,55517.48789,32670,39.410589,-106.932299,6117
3804331,2.65,12/31/02,55517.48759,26136,39.411104,-106.932778,6117
7003515,7.61,12/31/02,55517.48364,217800,39.390393,-108.365953,6117
7203717,2.22,12/31/02,55517.48213,47916,39.263446,-107.957567,6117
7203718,2.25,12/31/02,55517.48213,43560,39.264756,-107.957757,6117
7003501,7.61,12/31/02,55517.41039,108900,39.357781,-108.467221,6117
7203703,2.68,12/31/02,55517.40177,20037.6,39.160583,-108.054345,6117
3903580,114.84,12/31/02,55517.38855,59851.44,39.5503,-107.698487,6117
3804330,2.71,12/31/02,55517.36372,65340,39.41196,-106.933301,6117
7203702,2.45,12/31/02,55517.31411,20908.8,39.164668,-108.051936,6117
5303596,6.08,1/15/07,55517,8712,39.996795,-106.829236,4641
5303597,4.3,1/15/07,55517,8712,39.978691,-106.811211,4641
3703952,0.64,12/31/01,55470,30492,39.665461,-106.628491,6482
3703953,0.64,12/31/01,55470,8712,39.665461,-106.628491,6482
3903579,120.61,12/31/01,55457,7884.36,39.557401,-107.608889,6482
3804294,38.61,12/31/01,55410,104108.4,39.260181,-106.867617,6482
7003507,4.49,12/31/01,55318,348480,39.553303,-108.421009,6482
7003508,5,12/31/01,55318,348480,39.558094,-108.42533,6482
7003511,6.57,12/31/01,55318,178596,39.57219,-108.442402,6482
7003512,6.62,12/31/01,55318,33541.2,39.572589,-108.44333,6482
5103552,1.3,12/31/01,55287,590238,40.076802,-105.94435,6482
7003620,4.47,12/31/95,55241,105415.2,39.374733,-108.31376,8674
7003623,4.41,12/31/95,55241,131115.6,39.374777,-108.312876,8674
7003624,4.18,12/31/95,55241,10890,39.374354,-108.310989,8674
7003630,3.94,12/31/95,55241,158122.8,39.372518,-108.307565,8674
7003633,3.82,12/31/95,55241,38332.8,39.371039,-108.306706,8674
7003635,3.77,12/31/95,55241,29185.2,39.371324,-108.305777,8674
3804346,38.8,12/31/01,55199,50703.84,39.253592,-106.872655,6482
3804347,38.73,12/31/01,55199,11369.16,39.255792,-106.873676,6482
3804348,38.73,12/31/01,55199,20255.4,39.255526,-106.874696,6482
3804349,38.69,12/31/01,55199,10236.6,39.256187,-106.874792,6482
3804350,38.73,12/31/01,55199,29228.76,39.255607,-106.874552,6482
3804351,38.73,12/31/01,55199,28444.68,39.255808,-106.873666,6482
5300755,6.24,12/31/01,55175,128066.4,40.080889,-106.49432,6482
7203547,2.89,12/31/01,55152.55139,15420.24,39.161683,-108.172585,6482
3804289,3.4,12/31/01,55152.55097,21344.4,39.16537,-106.846009,6482
3804298,15.42,12/31/01,55152.55093,127630.8,39.434839,-107.177042,6482
4503545,9.21,12/31/01,55152.55092,21780,39.487485,-107.461509,6482
3804291,1.44,12/31/01,55152.55048,65340,39.255167,-107.077867,6482
3804292,1.44,12/31/01,55152.55048,65340,39.25578,-107.076332,6482
3903578,89.42,12/31/01,55152.54993,69696,39.444162,-108.058136,6482
7203558,17.56,12/31/01,55152.54978,87120,39.251321,-107.735696,6482
3603691,0.08,12/31/01,55152.54756,130680,39.821114,-106.193066,6482
4503564,6.73,12/31/01,55152.54634,15246,39.477615,-107.668345,6482
4503566,6.54,12/31/01,55152.54634,82764,39.479573,-107.669057,6482
5303570,10.8,12/31/01,55152.54633,32670,39.778816,-107.175488,6482
5303571,1.83,12/31/01,55152.54633,87120,39.778505,-107.174743,6482
7203710,32.25,12/31/01,55152.54588,20037.6,39.090235,-108.66941,6482
3804345,1.55,12/31/01,55152.54565,3049.2,39.306842,-106.982985,6482
3903576,113.27,12/31/01,55152.54542,10454.4,39.563044,-107.726401,6482
3903577,113.27,12/31/01,55152.54542,120661.2,39.562839,-107.727693,6482
5003680,12.52,12/31/01,55152.54421,217800,40.105907,-106.415924,6482
5103550,3.75,12/31/01,55152.54301,487872,40.199979,-105.963615,6482
5303569,1.83,12/31/01,55152.53903,32670,39.778392,-107.175498,6482
3804287,15.05,12/31/01,55152.5283,2787.84,39.380757,-106.805034,6482
3804295,15.05,12/31/01,55152.5283,61419.6,39.379015,-106.805489,6482
3704065,0.8,12/31/01,55152.52017,111078,39.660867,-106.599007,6482
3804011,3.94,12/31/01,55152.52013,258310.8,39.19552,-106.88919,6482
3804057,3.23,12/31/01,55152.52013,309276,39.199558,-106.887386,6482
3804299,0.19,12/31/01,55152.50129,7840.8,39.276662,-106.888549,6482
3804300,0.18,12/31/01,55152.50129,1742.4,39.276642,-106.888825,6482
3804294,38.61,12/31/01,55152.49504,2787.84,39.260181,-106.867617,6482
3703689,0.7,12/31/01,55152.49124,8712,39.659236,-106.599273,6482
5103539,3.93,12/31/01,55152.48819,370260,40.001219,-105.970212,6482
4503565,6.73,12/31/01,55152.4806,5227.2,39.478478,-107.66863,6482
5103755,3.81,12/31/01,55152.37407,6037416,40.019813,-106.262828,6482
3607293,55.1,12/31/00,55142,500,39.493677,-106.046039,6847
3701412,5.29,12/31/00,55070,719,39.64138,-106.374669,6847
3701413,5.27,12/31/00,55070,665,39.641296,-106.374924,6847
3701414,5.25,12/31/00,55070,628,39.641201,-106.375353,6847
3703984,7.08,12/31/00,55067,6969.6,39.594657,-106.730186,6847
4503546,2.18,12/31/00,55021,124146,39.376977,-108.070194,6847
3803581,22.16,12/31/00,54983,413820,39.363603,-107.109764,6847
3803582,22.84,12/31/00,54983,4356,39.363301,-107.106522,6847
3803583,22.86,12/31/00,54983,21780,39.362818,-107.103709,6847
3803584,22.87,12/31/00,54983,4356,39.361774,-107.103477,6847
3603679,0.55,12/31/00,54969,43560,39.676384,-106.084167,6847
3803985,6.6,12/31/00,54969,8712,39.460357,-107.171754,6847
4503555,9.26,12/31/00,54931,22912.56,39.37762,-107.602573,6847
4503556,9.26,12/31/00,54931,5749.92,39.377772,-107.603029,6847
4503557,9.26,12/31/00,54931,34673.76,39.378323,-107.603177,6847
4503558,9.26,12/31/00,54931,47480.4,39.379049,-107.603382,6847
4503559,9.24,12/31/00,54931,30361.32,39.379478,-107.603423,6847
4503560,9.23,12/31/00,54931,30361.32,39.380088,-107.603454,6847
4503561,10.36,12/31/00,54931,14505.48,39.376187,-107.603705,6847
4503562,11.15,12/31/00,54931,362941.92,39.362312,-107.595711,6847
4503548,1.67,12/31/00,54825,3767.94,39.456601,-107.987528,6847
7203755,4.63,12/31/00,54821,1289376,39.215808,-108.806918,6847
3803585,44.11,12/31/00,54786.54728,16683.48,39.201662,-106.826033,6847
5303567,1.36,12/31/00,54786.54692,8712,39.942724,-106.75571,6847
5303568,1.36,12/31/00,54786.54692,10890,39.943971,-106.755175,6847
4503549,5.96,12/31/00,54786.54673,27007.2,39.488784,-107.651556,6847
4503547,0.2,12/31/00,54786.54629,19602,39.39581,-108.091558,6847
3603678,0.31,12/31/00,54786.54603,174240,39.674699,-106.088877,6847
3603680,1.68,12/31/00,54786.54603,87120,39.687554,-106.071487,6847
4503554,9.26,12/31/00,54786.54361,5270.76,39.377099,-107.601804,6847
5103536,0.96,12/31/00,54786.53843,130680,39.972611,-105.879896,6847
3804283,22.87,12/31/00,54786.52906,1077238.8,39.355228,-107.107705,6847
3804284,22.87,12/31/00,54786.52906,93654,39.355813,-107.109459,6847
3804285,22.87,12/31/00,54786.52906,10890,39.355882,-107.109551,6847
3703951,0.95,12/31/00,54786.52869,261360,39.640014,-106.611288,6847
3803639,6.5,12/31/00,54786.52747,21780,39.458378,-107.174029,6847
3803640,6.5,12/31/00,54786.52747,13068,39.458604,-107.173943,6847
3703943,9.86,12/31/00,54786.52686,579348,39.652374,-106.922232,6847
3803638,6.5,12/31/00,54786.52399,10890,39.459489,-107.173801,6847
3801418,45.18,12/31/00,54786.52028,653,39.191906,-106.815533,6847
3803641,6.39,12/31/00,54786.51378,15246,39.459911,-107.175378,6847
7203551,32.25,12/31/00,54786.4541,130680,39.097767,-108.665385,6847
3703983,32.36,12/31/00,54786.39446,21780,39.631282,-106.611646,6847
5103535,1.15,12/31/00,54786.35276,52272,39.972508,-105.881605,6847
3701300,30.83,12/31/94,54786.17657,5658444,39.658954,-106.638852,9039
7203530,13.11,12/31/99,54786,38332.8,39.301231,-108.732312,7213
3903558,0,12/31/99,54726,76230,39.58583,-107.66708,7213
5103534,4.16,12/31/99,54716,2613600,40.105315,-105.887549,7213
5103537,4.22,12/31/99,54699,217800,39.966529,-105.910702,7213
3704078,9.21,12/31/99,54663,435600,39.574741,-106.76458,7213
5103529,0.24,12/31/99,54663,54014.4,39.946663,-105.867116,7213
4503544,5.73,12/31/99,54659,65340,39.492423,-107.644377,7213
5303588,222.2,12/31/99,54617,457380,40.04922,-106.466446,7213
3804136,2.73,12/31/99,54594,59677.2,39.174148,-106.84412,7213
5103530,2.27,12/31/99,54531,87120,39.966253,-105.897724,7213
5103522,8.17,12/31/99,54421.54229,65340,40.172378,-105.99627,7213
5104021,3.19,12/31/99,54421.53724,65775.6,39.972073,-105.863097,7213
3804279,34.91,12/31/99,54421.53492,1306.8,39.295862,-106.917245,7213
3804280,34.89,12/31/99,54421.53492,609.84,39.296036,-106.917152,7213
3804281,34.84,12/31/99,54421.53492,609.84,39.296118,-106.917342,7213
7203550,6.59,12/31/99,54421.5331,7405.2,39.110984,-108.131068,7213
3804266,2.05,12/31/99,54421.52806,65340,39.213636,-106.876505,7213
7203528,11.68,12/31/99,54421.5223,49005,39.274368,-107.809005,7213
3703977,0.69,12/31/99,54421.51986,21780,39.643083,-106.61087,7213
3703976,0.35,12/31/99,54421.49429,31363.2,39.646806,-106.608171,7213
5303520,7.89,12/31/99,54421.46478,348480,39.771149,-107.135237,7213
3803508,1.89,12/31/99,54421.45899,39204,39.490885,-107.13067,7213
5103529,0.24,12/31/99,54421.4458,130680,39.946663,-105.867116,7213
3803575,3.3,12/31/99,54421.42063,8450.64,39.437716,-107.163167,7213
7203529,11.6,12/31/99,54421.39081,29403,39.274129,-107.809935,7213
5303587,223.43,12/31/99,54421.3835,182952,40.047884,-106.439418,7213
5303588,222.2,12/31/99,54421.3835,156816,40.04922,-106.466446,7213
3603674,3.38,12/31/99,54421.22053,65340,39.904422,-106.40105,7213
3603675,3.28,12/31/99,54421.22053,26136,39.905937,-106.399795,7213
7204027,6.35,12/31/99,54421.18718,65340,39.196687,-108.20567,7213
3703600,37.52,12/31/99,54421.13971,4509331.2,39.637663,-106.532052,7213
7203760,55.33,12/31/94,54421,130680,39.115904,-108.321887,9039
3703927,2.61,12/31/98,54420,9626.76,39.59707,-106.523042,7578
3803514,0.19,12/31/98,54405,32670,39.083079,-107.244026,7578
3804317,0.44,12/31/98,54391,142876.8,39.278163,-106.883385,7578
3804323,3.12,12/31/98,54391,81457.2,39.198587,-106.879428,7578
3804327,0.11,12/31/98,54391,653400,39.283622,-106.888447,7578
3801707,12.04,12/31/98,54380,81457.2,39.416843,-107.243287,7578
3801708,12.99,12/31/98,54380,40510.8,39.413489,-107.236353,7578
3801709,12.04,12/31/98,54380,84506.4,39.41823,-107.24419,7578
3804208,12.86,12/31/98,54380,503989.2,39.416351,-107.242829,7578
3804209,12.04,12/31/98,54380,362419.2,39.417894,-107.244437,7578
3804210,12.06,12/31/98,54380,900385.2,39.420082,-107.244008,7578
5003668,13.16,12/31/98,54377,560007360,40.113067,-106.414864,7578
5103552,1.3,12/31/98,54268,871200,40.076802,-105.94435,7578
5002000,13.07,12/31/98,54250,20,40.111755,-106.415406,7578
4503552,11.81,12/31/98,54222,217800,39.451762,-107.445335,7578
3803504,3.71,12/31/98,54219,61419.6,39.254404,-106.842814,7578
3804359,3.63,12/31/98,54219,5227.2,39.253177,-106.84428,7578
3804361,4.42,12/31/98,54219,2962.08,39.250355,-106.831655,7578
7203523,46.53,12/31/98,54178,7405.2,39.058035,-108.442947,7578
5103528,15.28,12/31/98,54168,43560,39.989015,-105.828421,7578
5103750,15.28,12/31/98,54168,43560,39.98899,-105.828393,7578
5101205,3.28,12/31/08,54126,446054.4,39.967792,-105.849535,3925
5103595,3.27,12/31/08,54126,93654,39.968276,-105.848246,3925
3703795,18.69,12/31/98,54120,74052,39.689448,-106.796222,7578
7203520,32.63,12/31/98,54108,435.6,39.073877,-108.656301,7578
5204024,171.24,12/31/98,54056.54056,499633.2,39.783213,-106.997306,7578
5303514,0.05,12/31/98,54056.53931,87120,39.783923,-107.131709,7578
3703792,0.08,12/31/98,54056.53904,104544,39.639795,-106.561052,7578
3815032,3.37,12/31/98,54056.53904,5445,39.386293,-107.198493,7578
7203526,2.34,12/31/98,54056.53737,1089000,39.230528,-108.859184,7578
3703782,0.06,12/31/98,54056.53631,60112.8,39.639848,-106.562896,7578
3703924,2.25,12/31/98,54056.53579,52272,39.684394,-106.835677,7578
3804314,47.48,12/31/98,54056.5357,34848,39.174798,-106.80097,7578
7203524,4.49,12/31/98,54056.53478,135036,39.226065,-107.732833,7578
7203525,4.37,12/31/98,54056.53478,152460,39.227885,-107.732811,7578
5103538,1.22,12/31/98,54056.53197,65340,39.999301,-105.86945,7578
3903561,1.02,12/31/98,54056.53029,2439.36,39.555658,-107.661524,7578
3903562,1.02,12/31/98,54056.53029,2439.36,39.555617,-107.661552,7578
3903563,1.02,12/31/98,54056.53029,2439.36,39.555562,-107.661584,7578
3903564,1.01,12/31/98,54056.53029,87.12,39.555397,-107.661682,7578
3903565,0.99,12/31/98,54056.53029,130.68,39.555311,-107.661906,7578
5103526,0,12/31/98,54056.52852,1167408,40.062946,-106.204786,7578
5103527,0.31,12/31/98,54056.52852,435600,40.065063,-106.200461,7578
3703781,0.34,12/31/98,54056.52839,41382,39.630498,-106.532776,7578
3803549,31.89,12/31/98,54056.51499,22215.6,39.327574,-106.948237,7578
3703793,0.41,12/31/98,54056.51316,30492,39.634974,-106.565643,7578
7203518,47.13,12/31/98,54056.51223,1742.4,39.062261,-108.434324,7578
7203512,22.84,12/31/98,54056.49673,784080,39.397031,-108.820121,7578
7204023,23.86,12/31/98,54056.47176,139392,39.141177,-108.764091,7578
7204024,25.83,12/31/98,54056.47176,139392,39.137744,-108.763147,7578
7204025,23.84,12/31/98,54056.47176,87120,39.137016,-108.767497,7578
7204026,25.88,12/31/98,54056.47176,26136,39.134984,-108.764877,7578
7203515,18.14,12/31/98,54056.42124,71438.4,39.365011,-108.828248,7578
7203502,28.22,12/31/98,54056.42063,91476,39.432064,-108.782689,7578
7203504,27.05,12/31/98,54056.40329,135907.2,39.422359,-108.788746,7578
7203509,23.98,12/31/98,54056.40298,48787.2,39.406311,-108.815825,7578
7203514,22.52,12/31/98,54056.36584,125452.8,39.389866,-108.813273,7578
7203505,24.71,12/31/98,54056.34789,60984,39.408124,-108.803481,7578
7203513,22.47,12/31/98,54056.34758,261360,39.390012,-108.816229,7578
3804267,6.26,12/31/98,54056.3141,15246,39.486309,-107.185155,7578
3804268,6.26,12/31/98,54056.3141,257004,39.486074,-107.185704,7578
7203506,24.4,12/31/98,54056.24531,13939.2,39.409846,-108.808294,7578
7203507,24.02,12/31/98,54056.24531,73180.8,39.406335,-108.813234,7578
7203508,24.02,12/31/98,54056.24531,95832,39.406024,-108.813464,7578
7203510,24.22,12/31/98,54056.24531,73180.8,39.4092,-108.813749,7578
7203511,24.23,12/31/98,54056.24531,261360,39.409511,-108.813008,7578
7204022,44.34,12/31/98,54056.23665,3027420,39.547245,-108.662599,7578
7203503,27.75,12/31/98,54056.22158,98010,39.427434,-108.787517,7578
3703910,0.26,12/31/97,54047,11761.2,39.667475,-106.641094,7943
3703911,0.22,12/31/97,54047,33976.8,39.667032,-106.6416,7943
5103521,2.23,12/31/97,54042,52272,40.097999,-105.934959,7943
5303518,7.25,12/31/97,53979,609840,40.014138,-106.7594,7943
3903556,4.91,12/31/97,53967,78408,39.661824,-107.564249,7943
3803601,6.84,12/31/97,53966,117612,39.47518,-107.2835,7943
3804202,5.77,12/31/97,53966,795405.6,39.478419,-107.296964,7943
3804203,6.11,12/31/97,53966,769705.2,39.478802,-107.295395,7943
3804204,6.14,12/31/97,53966,544064.4,39.48023,-107.294233,7943
3804206,6.83,12/31/97,53966,525769.2,39.474216,-107.284445,7943
3804207,8.21,12/31/97,53966,196455.6,39.462582,-107.274929,7943
3803537,1.95,12/31/97,53954,32670,39.388327,-106.786245,7943
3803538,1.92,12/31/97,53954,21780,39.387467,-106.787083,7943
3603694,4.78,6/28/02,53935,156816,39.640967,-105.87645,6303
7203516,26.8,12/31/94,53918,261360,39.262569,-107.905736,9039
7203517,26.83,12/31/94,53918,152460,39.262959,-107.904801,9039
3905288,1.21,12/31/97,53902,15246,39.537548,-107.77887,7943
3905300,1.26,12/31/97,53902,8712,39.538835,-107.776623,7943
3903553,129.18,12/31/97,53880,104544,39.574061,-107.466113,7943
3703944,1.92,12/31/97,53874,2700720,39.625247,-106.888196,7943
3703954,10.03,12/31/97,53692,184694.4,39.649521,-106.925099,7943
3803966,11.13,12/31/97,53691.53447,69696,39.205767,-106.983279,7943
4503502,0.88,12/31/97,53691.53447,283140,39.50025,-107.59803,7943
4503500,1.82,12/31/97,53691.53386,1799899.2,39.489479,-107.597454,7943
7203889,8.39,12/31/97,53691.53197,1467972,39.088724,-108.011156,7943
5303518,7.25,12/31/97,53691.53172,609840,40.014138,-106.7594,7943
4503501,1.41,12/31/97,53691.5302,449974.8,39.494419,-107.597708,7943
4503503,1.58,12/31/97,53691.52716,239580,39.493563,-107.595699,7943
4503715,1.42,12/31/97,53691.52716,435600,39.492252,-107.599478,7943
5303510,10.8,12/31/97,53691.52595,195148.8,39.775118,-107.179749,7943
5303508,2.17,12/31/97,53691.5223,130680,39.73129,-107.066969,7943
3903534,114.29,12/31/97,53691.51735,108900,39.562281,-107.714334,7943
3903535,114.3,12/31/97,53691.51735,108900,39.562869,-107.712883,7943
3903536,114.29,12/31/97,53691.51735,87120,39.561795,-107.714778,7943
3903537,114.22,12/31/97,53691.5159,56628,39.564315,-107.721948,7943
5103500,0.94,12/31/97,53691.51541,225205.2,40.193997,-105.878654,7943
5303515,5.53,12/31/97,53691.50981,1454904,40.001062,-106.788302,7943
7204074,2.3,12/31/97,53691.50525,105850.8,39.175802,-108.031445,7943
5303509,2.17,12/31/97,53691.46751,217800,39.73144,-107.066908,7943
5303511,10.8,12/31/97,53691.42368,128066.4,39.777558,-107.180574,7943
5303512,10.8,12/31/97,53691.42368,185130,39.776783,-107.17916,7943
5303513,10.82,12/31/97,53691.42368,217800,39.780462,-107.179417,7943
3803529,7.26,12/31/97,53691.38868,10018.8,39.535086,-107.112049,7943
3803530,6.85,12/31/97,53691.38868,108900,39.541627,-107.09768,7943
3803532,5.09,12/31/97,53691.38868,34848,39.529741,-107.075137,7943
3804264,6.71,12/31/97,53691.38868,418176,39.53887,-107.095904,7943
3803542,5.54,12/31/97,53691.29674,43560,39.533687,-107.080017,7943
3803543,6.02,12/31/97,53691.29674,21780,39.530617,-107.091002,7943
5003620,4.06,12/31/96,53680,885139.2,40.181839,-106.502093,8308
5003621,3.66,12/31/96,53680,214315.2,40.180412,-106.495175,8308
5302027,0.79,12/31/96,53656,217800,39.601333,-107.191479,8308
3803660,10.33,12/31/96,53648,204732,39.469878,-107.117672,8308
7201631,8.56,12/31/96,53631,35283.6,39.071125,-108.13795,8308
3703908,32.36,12/31/96,53624,130680,39.6322,-106.613783,8308
3703939,0.91,12/31/96,53596,9713.88,39.680446,-106.673279,8308
5103515,10.04,12/31/96,53559,89733.6,39.953651,-105.771679,8308
3703909,32.36,12/31/96,53543,130680,39.631867,-106.613693,8308
4503526,82.99,12/31/96,53496,52707.6,39.373816,-108.121419,8308
4503527,82.09,12/31/96,53496,111513.6,39.372766,-108.129587,8308
3803654,32.64,12/31/96,53469,91476,39.319716,-106.939368,8308
3803655,32.62,12/31/96,53469,7840.8,39.320129,-106.939608,8308
5003671,8.35,12/31/96,53461,348480,40.213216,-106.216444,8308
7203747,2.6,12/31/96,53404,283140,39.589577,-108.860719,8308
7203756,39.03,12/31/96,53404,65340,39.585753,-108.876056,8308
5103516,3.65,12/31/96,53340,111078,39.994033,-105.910077,8308
5103517,3.65,12/31/96,53340,135036,39.994019,-105.912394,8308
5103518,3.6,12/31/96,53340,40075.2,39.995525,-105.914127,8308
3703937,0.92,12/31/96,53325.53142,6185.52,39.680314,-106.674012,8308
3703938,0.92,12/31/96,53325.53142,1481.04,39.680424,-106.673922,8308
3600775,9,12/31/94,53325.52868,12,39.952843,-106.358157,9039
3600776,8.05,12/31/94,53325.52868,30,39.963434,-106.359051,9039
3703894,30.22,12/31/96,53325.52807,74923.2,39.658905,-106.666335,8308
4503509,85.25,12/31/96,53325.5229,217800,39.389118,-108.075682,8308
4503510,85.21,12/31/96,53325.5229,217800,39.389161,-108.076613,8308
5003670,9.42,12/31/96,53325.52017,871200,40.108634,-106.51632,8308
4503520,14.97,12/31/96,53325.51681,217800,39.374952,-107.474961,8308
3803657,4.54,12/31/96,53325.50936,4356,39.439882,-107.311777,8308
3703891,3.66,12/31/96,53325.50829,15681.6,39.612707,-106.647696,8308
3703913,1.43,12/31/96,53325.49095,27878.4,39.633793,-106.61288,8308
3703914,1.41,12/31/96,53325.49095,37026,39.634104,-106.612572,8308
3703915,1.39,12/31/96,53325.49095,12196.8,39.634359,-106.612345,8308
3703931,1.23,12/31/96,53325.46264,354142.8,39.63267,-106.896976,8308
3703892,2.5,12/31/96,53325.2791,43560,39.709737,-106.633243,8308
3703893,3.25,12/31/96,53325.2791,261360,39.722585,-106.627927,8308
4503531,5.7,12/31/96,53325.22482,987505.2,39.496859,-107.627403,8308
