stationNum,siteId,stationName,dataSource,division,waterDistrict,county,state,utmX,utmY,latitude,longitude,locationAccuracy,measType,porStart,porEnd,porLastModified,measUnit,lines
1872,07K09S,MC CLURE PASS,SCS,5,38,Gunnison,CO,302646,4334052,39.133308,-107.283309,User supplied,SnowDepth,8/15/14,12/16/20,2020-12-16T02:41:33.7070000,in,2315
1879,07K11S,SCHOFIELD PASS,SCS,5,38,Gunnison,CO,322521,4320629,39.016705,-107.050007,User supplied,SnowDepth,8/15/14,12/14/20,2020-12-16T02:44:10.2570000,in,2313
1883,06K06S,NAST LAKE,SCS,5,38,Pitkin,CO,362037,4351289,39.300006,-106.600005,User supplied,SnowDepth,8/15/14,12/16/20,2020-12-16T02:42:09.9100000,in,2315
2685,USC00051743,COLLBRAN 2 SW,NOAA,5,72,MESA ,CO,242820.7,4347264.9,39.236607,-107.979707,User supplied,SnowDepth,8/1/14,12/12/20,2020-12-16T00:51:57.5300000,in,2325
2937,06J08S,ARAPAHO RIDGE,NRCS,5,50,Grand,CO,382686.8,4467629.8,40.350991,-106.381425,,SnowDepth,8/15/14,12/16/20,2020-12-16T02:36:34.3670000,in,2315
2939,07J03S,BEAR RIVER,NRCS,5,53,Routt,CO,329399,4435223,40.050005,-107.000012,,SnowDepth,8/15/14,12/15/20,2020-12-16T02:36:42.2400000,in,2314
2941,06K45S,BEAVER CK VILLAGE,NRCS,5,37,Eagle,CO,369780,4384461,39.600002,-106.516708,,SnowDepth,8/15/14,12/16/20,2020-12-16T02:36:48.5070000,in,2315
2944,06J18S,BUFFALO PARK,NRCS,5,50,Grand,CO,365275,4453011,40.216703,-106.583314,,SnowDepth,8/15/14,12/14/20,2020-12-16T02:37:11.7270000,in,2313
2956,06K01S,HOOSIER PASS,NRCS,5,36,Summit,CO,408110,4358014,39.36671,-106.066713,,SnowDepth,8/15/14,12/16/20,2020-12-16T02:40:07.8570000,in,2315
2957,06K10S,IVANHOE,NRCS,5,38,Pitkin,CO,366316,4349361,39.283311,-106.550015,,SnowDepth,8/15/14,12/15/20,2020-12-16T02:40:29.3530000,in,2314
2960,05K21S,JONES PASS,NRCS,5,51,Grand,CO,422915,4402251,39.766706,-105.900009,,SnowDepth,8/15/14,12/15/20,2020-12-16T02:40:39.7330000,in,2314
2966,06K44S,MCCOY PARK,NRCS,5,37,Eagle,CO,368355,4384486,39.60001,-106.533305,,SnowDepth,8/15/14,12/16/20,2020-12-16T02:41:40.6930000,in,2315
2970,06K12S,MIDDLE FORK CAMP,NRCS,5,51,Grand,CO,412940,4404200,39.783303,-106.016713,,SnowDepth,8/15/14,12/14/20,2020-12-16T02:41:55.5200000,in,2313
3488,06K46S,CHAPMAN TUNNEL,NRCS,5,38,PITKIN,CO,360500,4345765.3,39.250003,-106.61668,,SnowDepth,8/15/14,12/14/20,2020-12-16T02:37:54.1800000,in,2313
3513,06K29S,ELLIOT RIDGE,NRCS,5,36,SUMMIT,CO,378807.5,4412068.8,39.850006,-106.416669,,SnowDepth,8/15/14,12/16/20,2020-12-16T02:39:35.5430000,in,2315
3521,USC00057033,RIFLE 3ENE,NOAA,5,39,GARFIELD ,CO,265788,4382162.5,39.557202,-107.72611,,SnowDepth,8/1/14,12/13/20,2020-12-16T01:31:07.3530000,in,2326
3762,05K30S,FOOL CREEK,NRCS,5,51,GRAND,CO,425877.2,4413317.9,39.866673,-105.866682,,SnowDepth,8/15/14,12/14/20,2020-12-16T02:39:39.7130000,in,2313
3958,USC00053147,FRUITA 2 W,NOAA,5,72,MESA ,CO,173752.9,4342348.9,39.169207,-108.77611,,SnowDepth,8/1/14,10/31/14,2019-08-14T16:07:58.6400000,in,91
3959,USC00053486,GRAND JUNCTION WEATHER FORECAST OFFICE,NOAA,5,72,MESA ,CO,195265.8,4335989.2,39.119804,-108.524709,,SnowDepth,8/1/14,12/12/20,2020-12-16T01:05:47.1370000,in,2325
4596,US1COME0064,GRAND JUNCTION 5.5 SW,CoCoRaHS,5,72,MESA ,CO,185377.8,4327428.4,39.039303,-108.634909,,SnowDepth,8/1/14,12/11/20,2020-12-15T23:48:24.2500000,in,2324
4601,US1COME0013,GRAND JUNCTION 2.7 SSE,CoCoRaHS,5,72,MESA ,CO,193920.9,4328369.8,39.050808,-108.53681,,SnowDepth,8/7/14,8/31/16,2019-08-14T14:17:16.8570000,in,755
4607,US1COME0049,GRAND JUNCTION 1.0 ESE,CoCoRaHS,5,72,MESA ,CO,193377.4,4330436.8,39.069208,-108.544016,,SnowDepth,8/1/14,12/13/20,2020-12-15T23:48:04.2800000,in,2326
4611,US1COME0075,GRAND JUNCTION 1.1 SSW,CoCoRaHS,5,72,MESA ,CO,192239.9,4330826,39.072306,-108.557309,,SnowDepth,8/4/14,10/20/16,2019-08-14T14:18:44.7270000,in,808
4614,US1COME0078,GRAND JUNCTION 1.0 SSW,CoCoRaHS,5,72,MESA ,CO,192031.8,4331045.4,39.074203,-108.559808,,SnowDepth,8/7/14,9/3/16,2019-08-14T14:18:51.8500000,in,758
4616,US1COGN0050,MARBLE 0.5 NNW,CoCoRaHS,5,38,GUNNISON ,CO,310513.9,4327838.6,39.07911,-107.19061,,SnowDepth,8/3/14,12/11/20,2020-12-15T22:32:28.4230000,in,2322
4617,US1COGN0002,MARBLE .9 N,CoCoRaHS,5,38,GUNNISON ,CO,310663.9,4327957.1,39.080205,-107.18891,,SnowDepth,9/3/14,11/19/15,2019-08-13T15:32:01.4270000,in,442
4623,US1COME0061,MESA 5.7 SSE,CoCoRaHS,5,72,MESA ,CO,231513.3,4331285.9,39.089407,-108.104214,,SnowDepth,8/3/14,2/17/15,2019-08-14T14:18:01.1070000,in,198
4624,US1COME0067,GRAND JUNCTION 1.0 E,CoCoRaHS,5,72,MESA ,CO,194235.8,4332671.5,39.089611,-108.535109,,SnowDepth,8/1/14,12/13/20,2020-12-15T23:48:30.8730000,in,2326
4635,US1COME0052,GRAND JUNCTION 3.4 N,CoCoRaHS,5,72,MESA ,CO,192334.3,4336326.1,39.121805,-108.558714,,SnowDepth,7/22/15,10/4/18,2019-08-14T14:17:46.4500000,in,1170
4652,US1COME0003,GRAND JUNCTION 8 NNW,CoCoRaHS,5,72,MESA ,CO,187394.3,4342759.6,39.17791,-108.618714,,SnowDepth,8/1/14,12/13/20,2020-12-15T23:47:34.8670000,in,2326
4655,US1COPT0005,ASPEN 1.7 WSW,CoCoRaHS,5,38,PITKIN ,CO,339809.8,4338856.2,39.184204,-106.854708,,SnowDepth,8/9/14,12/26/15,2019-08-14T14:41:02.9900000,in,504
4668,US1COME0007,FRUITA 4.5 NNE,CoCoRaHS,5,72,MESA ,CO,180026.1,4347983.9,39.222207,-108.706312,,SnowDepth,8/1/14,5/16/20,2020-06-15T22:39:14.9770000,in,2115
4680,US1COME0053,COLLBRAN 0.2 ESE,CoCoRaHS,5,72,MESA ,CO,244748,4347535.1,39.239606,-107.95751,,SnowDepth,8/22/14,12/12/20,2020-12-15T23:48:16.1770000,in,2304
4705,US1COME0024,MACK 5 NW,CoCoRaHS,5,72,MESA ,CO,160740,4353336,39.263003,-108.931916,,SnowDepth,8/1/14,12/12/20,2020-12-15T23:47:53.0530000,in,2325
4734,US1COPT0004,SNOWMASS 7.0 W,CoCoRaHS,5,38,PITKIN ,CO,318067.9,4355233.8,39.327408,-107.110709,,SnowDepth,9/1/14,9/9/20,2020-09-15T22:53:13.4600000,in,2200
4758,US1COEG0006,BASALT 5.8 E,CoCoRaHS,5,38,EAGLE ,CO,334207,4360636.6,39.37931,-106.92491,,SnowDepth,8/8/14,12/13/20,2020-12-15T22:11:18.8500000,in,2319
4773,US1COGF0047,CARBONDALE 0.5 W,CoCoRaHS,5,38,GARFIELD ,CO,308605.4,4363279.3,39.397803,-107.222716,,SnowDepth,8/2/14,12/13/20,2020-12-15T22:29:04.3870000,in,2325
4776,US1COGF0050,CARBONDALE 5.0 E,CoCoRaHS,5,38,GARFIELD ,CO,317390.1,4363467.7,39.401409,-107.120812,,SnowDepth,12/22/14,12/22/14,2019-08-13T15:27:19.9400000,in,0
4785,US1COGF0045,SILT 9.6 S,CoCoRaHS,5,45,GARFIELD ,CO,272220.6,4365760.8,39.411308,-107.645706,,SnowDepth,11/17/17,1/16/18,2019-08-13T15:25:30.7670000,in,60
4810,US1COGF0049,CARBONDALE 4.6 NNE,CoCoRaHS,5,38,GARFIELD ,CO,312109.2,4369901.8,39.458208,-107.183913,,SnowDepth,8/3/14,12/13/20,2020-12-15T22:29:15.8230000,in,2324
4820,US1COSU0040,BRECKENRIDGE 3.3 SE,CoCoRaHS,5,36,SUMMIT ,CO,413044.1,4369289.6,39.46881,-106.010911,,SnowDepth,8/18/14,1/20/16,2019-08-14T15:04:30.9770000,in,520
4830,US1COGF0033,GLENWOOD SPRINGS 5.3 SSE,CoCoRaHS,5,38,GARFIELD ,CO,302837.7,4372320.1,39.477905,-107.292307,,SnowDepth,8/1/14,12/13/20,2020-12-15T22:28:30.7830000,in,2326
4870,US1COSU0039,BRECKENRIDGE 0.9 NNE,CoCoRaHS,5,36,SUMMIT ,CO,410503.4,4375001.6,39.52001,-106.041215,,SnowDepth,8/3/14,1/2/19,2019-08-14T15:04:23.8500000,in,1613
4882,US1COGF0004,GLENWOOD SPRINGS 1.4 S,CoCoRaHS,5,38,GARFIELD ,CO,300400,4378258.3,39.530804,-107.322411,,SnowDepth,8/1/14,12/6/15,2019-08-13T15:23:56.4370000,in,492
4894,US1COGF0001,GLENWOOD SPRINGS .64 S,CoCoRaHS,5,38,GARFIELD ,CO,300043.4,4379433.8,39.541308,-107.326915,,SnowDepth,8/1/14,12/13/20,2020-12-15T22:28:20.8700000,in,2326
4904,US1COGF0006,RIFLE .96 NNW,CoCoRaHS,5,39,GARFIELD ,CO,260498.6,4381335.8,39.548308,-107.787306,,SnowDepth,8/1/14,1/19/18,2019-08-13T15:24:22.0970000,in,1267
4907,US1COGF0002,RIFLE 0.9 NE,CoCoRaHS,5,39,GARFIELD ,CO,262163.7,4381495.5,39.550211,-107.768007,,SnowDepth,8/1/14,11/13/18,2019-08-13T15:23:47.0100000,in,1565
4913,US1COGF0028,RIFLE 3.2 ENE,CoCoRaHS,5,39,GARFIELD ,CO,265549.2,4381947.5,39.55521,-107.728814,,SnowDepth,9/1/17,11/13/19,2019-11-15T22:00:42.8870000,in,803
4924,US1COGF0040,GLENWOOD SPRINGS 1.7 NW,CoCoRaHS,5,39,GARFIELD ,CO,298088,4382272.6,39.56641,-107.35051,,SnowDepth,8/1/14,12/12/20,2020-12-15T22:28:40.8400000,in,2325
4929,US1COGF0046,GLENWOOD SPRINGS 2.1 NW,CoCoRaHS,5,39,GARFIELD ,CO,297654.8,4382472.7,39.568109,-107.355608,,SnowDepth,8/1/14,12/5/20,2020-12-15T22:28:53.1330000,in,2318
4946,US1COSU0004,FRISCO 0.5 N,CoCoRaHS,5,36,SUMMIT ,CO,405885.7,4381971.8,39.582308,-106.095907,,SnowDepth,8/3/14,12/13/20,2020-12-16T00:26:36.5470000,in,2324
4958,US1COSU0046,KEYSTONE 1.8 SW,CoCoRaHS,5,36,SUMMIT ,CO,414716.2,4382823.8,39.590908,-105.993212,,SnowDepth,8/3/14,12/1/14,2019-08-13T21:29:57.4700000,in,120
4963,US1COSU0016,DILLON 2.3 SE,CoCoRaHS,5,36,SUMMIT ,CO,413530.2,4383514.1,39.597005,-106.007112,,SnowDepth,8/3/14,10/23/20,2020-11-15T23:12:09.9630000,in,2273
4978,US1COEG0001,GYPSUM 3.0 SE,CoCoRaHS,5,37,EAGLE ,CO,335948.1,4386239.3,39.610203,-106.911012,,SnowDepth,12/21/14,5/27/15,2019-08-13T14:20:09.2100000,in,157
4985,US1COEG0029,GYPSUM 1.9 SSW,CoCoRaHS,5,37,EAGLE ,CO,332074.5,4387033.4,39.616603,-106.956316,,SnowDepth,8/9/14,12/12/20,2020-12-15T22:11:59.0530000,in,2317
4994,US1COSU0006,SILVERTHORNE 2.1 WSW,CoCoRaHS,5,36,SUMMIT ,CO,405435.6,4386595.1,39.623906,-106.101806,,SnowDepth,8/1/14,12/13/20,2020-12-16T00:26:43.3770000,in,2326
5006,US1COSU0020,DILLON .75 SE,CoCoRaHS,5,36,SUMMIT ,CO,410464.8,4387234.3,39.630203,-106.043307,,SnowDepth,8/3/14,11/7/20,2020-12-16T00:26:53.6270000,in,2288
5026,US1COEG0030,GYPSUM 0.5 E,CoCoRaHS,5,37,EAGLE ,CO,333668.4,4390052.6,39.64411,-106.938515,,SnowDepth,9/4/14,5/6/16,2019-08-13T14:24:34.4970000,in,610
5028,US1COEG0021,VAIL 0.9 WNW,CoCoRaHS,5,37,EAGLE ,CO,380280.9,4389287.1,39.645006,-106.395309,,SnowDepth,8/3/14,12/13/20,2020-12-15T22:11:48.3530000,in,2324
5035,US1COEG0019,VAIL 2.6 E,CoCoRaHS,5,37,EAGLE ,CO,386249.3,4389529.7,39.648009,-106.325813,,SnowDepth,8/3/14,12/13/20,2020-12-15T22:11:36.8800000,in,2324
5036,US1COEG0003,EDWARDS 1.3 WNW,CoCoRaHS,5,37,EAGLE ,CO,361019.2,4390176.8,39.650108,-106.619913,,SnowDepth,8/3/14,12/13/20,2020-12-15T22:11:02.8970000,in,2324
5131,US1COSU0008,SILVERTHORNE 7.4 NW,CoCoRaHS,5,36,SUMMIT ,CO,402552.4,4397520.6,39.72201,-106.137015,,SnowDepth,10/2/14,12/13/20,2020-12-16T00:26:48.5630000,in,2264
5146,US1COEG0008,WOLCOTT 2.3 N,CoCoRaHS,5,37,EAGLE ,CO,355983.9,4399496,39.733206,-106.68061,,SnowDepth,8/3/14,12/13/20,2020-12-15T22:11:28.7170000,in,2324
5153,US1COSU0027,SILVERTHORNE 7.3 NW,CoCoRaHS,5,36,SUMMIT ,CO,400502.1,4399389.6,39.73861,-106.161212,,SnowDepth,8/3/14,11/29/20,2020-12-16T00:26:56.8130000,in,2310
5259,US1COSU0035,SILVERTHORNE 21 NW,CoCoRaHS,5,36,SUMMIT ,CO,388445.4,4417739.7,39.902409,-106.305016,,SnowDepth,8/1/14,12/12/20,2020-12-16T00:27:07.7830000,in,2325
5260,US1COGR0051,FRASER 5.2 WSW,CoCoRaHS,5,51,GRAND ,CO,424436.7,4417553.9,39.904707,-105.884007,,SnowDepth,11/11/14,2/5/15,2019-08-13T15:38:58.4270000,in,86
5343,US1COGR0053,TABERNASH 1.9 NW,CoCoRaHS,5,51,GRAND ,CO,425524.8,4428288.2,40.001504,-105.872508,,SnowDepth,8/9/14,12/8/20,2020-12-15T22:33:44.9470000,in,2313
5346,US1COGR0016,TABERNASH 1.9 W,CoCoRaHS,5,51,GRAND ,CO,426518.3,4428622.7,40.004609,-105.860914,,SnowDepth,8/3/14,10/31/14,2019-08-13T15:37:51.5570000,in,89
5352,US1COGR0005,TABERNASH 2.5 ENE,CoCoRaHS,5,51,GRAND ,CO,431820.6,4428762,40.006306,-105.798805,,SnowDepth,8/3/14,12/2/20,2020-12-15T22:33:18.4500000,in,2313
5397,US1COGR0045,KREMMLING 1.1 WNW,CoCoRaHS,5,50,GRAND ,CO,380923.3,4435361.6,40.06011,-106.396214,,SnowDepth,8/1/14,12/25/18,2019-08-13T15:38:42.9800000,in,1607
5426,US1COGR0052,PARSHALL 3.0 NNW,CoCoRaHS,5,51,GRAND ,CO,397703.3,4438558.5,40.091102,-106.200014,,SnowDepth,8/1/14,12/12/20,2020-12-15T22:33:36.1500000,in,2325
5438,US1COGR0029,KREMMLING 7.8 WNW,CoCoRaHS,5,50,GRAND ,CO,370718.5,4441790.7,40.116509,-106.517117,,SnowDepth,10/2/14,12/13/20,2020-12-15T22:33:21.9670000,in,2264
5447,US1COGR0046,KREMMLING 10.0 NW,CoCoRaHS,5,50,GRAND ,CO,369493.7,4444421,40.140007,-106.532007,,SnowDepth,9/25/14,11/24/20,2020-12-15T22:33:27.9430000,in,2252
5455,US1COGR0003,KREMMLING 10.9 NW,CoCoRaHS,5,50,GRAND ,CO,368506.3,4446936.3,40.162504,-106.544114,,SnowDepth,8/3/14,12/23/17,2019-08-13T15:37:32.0870000,in,1238
5461,US1COGR0039,GRANBY 6.3 NNE,CoCoRaHS,5,51,GRAND ,CO,423674.8,4447177.5,40.171511,-105.896408,,SnowDepth,8/3/14,4/25/17,2019-08-13T15:38:16.5170000,in,996
5850,US1COEG0031,AVON 1.1 SE,CoCoRaHS,5,37,EAGLE ,CO,369756.8,4389202.4,39.642702,-106.517909,,SnowDepth,8/3/14,11/30/19,2019-12-15T21:31:08.9730000,in,1945
5860,US1COGF0056,GLENWOOD SPRINGS 7.8 ESE,CoCoRaHS,5,38,GARFIELD ,CO,312091.5,4376976.8,39.521908,-107.186105,,SnowDepth,8/4/14,10/31/14,2019-08-13T15:27:22.2630000,in,88
5880,US1COME0097,GRAND JUNCTION 0.6 WSW,CoCoRaHS,5,72,MESA ,CO,191745.2,4332135.1,39.083905,-108.563614,,SnowDepth,8/1/14,4/24/17,2019-08-14T14:19:51.8300000,in,997
5882,US1COME0079,GRAND JUNCTION 3.9 WSW,CoCoRaHS,5,72,MESA ,CO,186515.2,4331374.8,39.075207,-108.623613,,SnowDepth,8/1/14,12/13/20,2020-12-15T23:48:53.0170000,in,2326
5883,US1COME0069,GRAND JUNCTION 4.0 W,CoCoRaHS,5,72,MESA ,CO,186177,4332889.4,39.088702,-108.628211,,SnowDepth,8/1/14,12/13/20,2020-12-15T23:48:40.8430000,in,2326
5907,US1COSU0052,KEYSTONE 0.7 SW,CoCoRaHS,5,36,SUMMIT ,CO,416093.8,4383940.9,39.601107,-105.977308,,SnowDepth,8/1/14,6/17/16,2019-08-14T15:04:39.3330000,in,686
6391,US1COPT0006,GHCND:US1COPT0006,CoCoRaHS,5,38,PITKIN ,CO,342726.8,4339962.9,39.194707,-106.821208,,SnowDepth,2/6/15,3/18/15,2019-08-14T14:41:05.4600000,in,40
6414,US1COGF0060,GHCND:US1COGF0060,CoCoRaHS,5,38,GARFIELD ,CO,300865.5,4375624.9,39.507207,-107.316205,,SnowDepth,8/1/14,12/13/20,2020-12-15T22:29:27.2770000,in,2326
6416,US1COME0088,GHCND:US1COME0088,CoCoRaHS,5,72,MESA ,CO,187635.5,4329250.8,39.056507,-108.609705,,SnowDepth,8/1/14,10/22/18,2019-08-14T14:19:18.5470000,in,1543
6418,US1COME0091,GHCND:US1COME0091,CoCoRaHS,5,72,MESA ,CO,200375.9,4329644.2,39.064504,-108.46291,,SnowDepth,8/1/14,3/18/20,2020-04-15T23:12:30.3570000,in,2056
6419,US1COME0101,GHCND:US1COME0101,CoCoRaHS,5,72,MESA ,CO,182644.2,4334677.3,39.103503,-108.669814,,SnowDepth,8/1/14,12/26/15,2019-08-14T14:20:13.3770000,in,512
6477,US1COEG0034,GHCND:US1COEG0034,CoCoRaHS,5,37,EAGLE ,CO,349307,4378072,39.539105,-106.753613,,SnowDepth,8/4/14,11/13/14,2019-08-13T14:25:06.7030000,in,101
6481,US1COME0100,GHCND:US1COME0100,CoCoRaHS,5,72,MESA ,CO,195242,4327118,39.040009,-108.521013,,SnowDepth,8/1/14,12/11/20,2020-12-15T23:49:19.4870000,in,2324
6482,US1COME0102,GHCND:US1COME0102,CoCoRaHS,5,72,MESA ,CO,193839,4326261,39.031811,-108.536809,,SnowDepth,8/1/14,3/28/20,2020-04-15T23:12:54.9670000,in,2066
6483,US1COME0103,GHCND:US1COME0103,CoCoRaHS,5,72,MESA ,CO,186043,4332795,39.087808,-108.629714,,SnowDepth,8/13/14,12/30/18,2019-08-14T14:20:36.7930000,in,1600
6484,US1COME0104,GHCND:US1COME0104,CoCoRaHS,5,72,MESA ,CO,184378,4328870,39.05191,-108.647108,,SnowDepth,8/1/14,10/18/15,2019-08-14T14:20:42.3170000,in,443
6554,US1COME0105,GHCND:US1COME0105,CoCoRaHS,5,72,MESA ,CO,183583,4333683,39.094905,-108.658514,,SnowDepth,8/1/14,10/8/17,2019-08-14T14:20:48.7070000,in,1164
6671,US1COME0106,GHCND:US1COME0106,CoCoRaHS,5,72,MESA ,CO,214212,4336688,39.13251,-108.306217,,SnowDepth,8/3/14,12/11/20,2020-12-15T23:49:33.6570000,in,2322
6692,US1COEG0037,GHCND:US1COEG0037,CoCoRaHS,5,38,EAGLE ,CO,318618,4363661,39.403406,-107.106612,,SnowDepth,8/3/14,12/12/20,2020-12-15T22:12:14.3030000,in,2323
6706,US1COME0111,GHCND:US1COME0111,CoCoRaHS,5,72,MESA ,CO,179346,4342151,39.169505,-108.711408,,SnowDepth,8/1/14,11/1/14,2019-08-13T20:51:59.8230000,in,92
6708,US1COME0108,GHCND:US1COME0108,CoCoRaHS,5,72,MESA ,CO,192265,4336118,39.11991,-108.559416,,SnowDepth,8/8/14,5/4/15,2019-08-14T14:21:04.8330000,in,269
6709,US1COME0109,GHCND:US1COME0109,CoCoRaHS,5,72,MESA ,CO,200163,4332232,39.087709,-108.466508,,SnowDepth,8/1/14,9/22/17,2019-08-14T14:21:15.3800000,in,1148
6713,US1COSU0058,GHCND:US1COSU0058,CoCoRaHS,5,36,SUMMIT ,CO,388153,4414680,39.874807,-106.307907,,SnowDepth,8/3/14,12/13/20,2020-12-16T00:27:21.1400000,in,2324
6732,US1COSU0062,GHCND:US1COSU0062,CoCoRaHS,5,36,SUMMIT ,CO,407157,4389838,39.65331,-106.082213,,SnowDepth,8/7/14,12/10/20,2020-12-16T00:27:47.4000000,in,2317
6791,06K47,COLUMBINE DITCH,NRCS,5,37,EAGLE,CO,392340,4359692,39.380005,-106.25001,,SnowDepth,2/3/04,4/25/19,2019-08-15T13:23:54.9830000,in,5560
6795,06J17,CORRAL CREEK,NRCS,5,51,GRAND,CO,402050,4445040,40.150008,-106.150015,,SnowDepth,1/27/95,2/25/20,2020-03-16T00:21:31.9070000,in,9160
6802,06K48,EWING UPPER,NRCS,5,37,EAGLE,CO,389740,4358618,39.370002,-106.280014,,SnowDepth,1/27/06,4/25/19,2019-08-15T13:24:44.3830000,in,4836
6806,05J45S,Sawtooth,NRCS,5,51,GRAND,CO,436017,4432466,40.040004,-105.750014,,SnowDepth,9/25/14,12/16/20,2020-12-16T02:44:05.6800000,in,2274
6813,06K49,LOSTMAN,NRCS,5,38,PITKIN,CO,359955,4331343,39.12001,-106.620008,,SnowDepth,4/25/06,3/31/20,2020-04-16T01:36:38.3570000,in,5089
6838,06K51,WURTZ LOWER,NRCS,5,37,EAGLE,CO,382882,4360939,39.390007,-106.360014,,SnowDepth,1/29/04,4/28/19,2019-08-15T13:29:20.5470000,in,5568
6839,06K52,WURTZ MIDDLE,NRCS,5,37,EAGLE,CO,382055,4363172,39.41001,-106.370008,,SnowDepth,1/29/04,4/28/19,2019-08-15T13:29:21.2500000,in,5568
6876,US1COME0113,GHCND:US1COME0113,CoCoRaHS,5,72,MESA ,CO,192802,4336764,39.12591,-108.553508,,SnowDepth,8/22/14,4/24/17,2019-08-14T14:21:43.4770000,in,976
6877,US1COME0112,GHCND:US1COME0112,CoCoRaHS,5,72,MESA ,CO,186930,4328734,39.051605,-108.617611,,SnowDepth,8/7/14,12/11/20,2020-12-15T23:49:45.2200000,in,2318
6890,US1COSU0061,GHCND:US1COSU0061,CoCoRaHS,5,36,SUMMIT ,CO,404791,4385826,39.616907,-106.109209,,SnowDepth,8/4/14,12/13/20,2020-12-16T00:27:36.3300000,in,2323
6945,US1COME0093,GRAND JUNCTION 4.9 W,CoCoRaHS,5,72,MESA,CO,184883,4331740,39.077902,-108.642611,,SnowDepth,10/4/14,3/6/17,2019-08-14T14:19:33.5630000,in,884
7228,US1COPT0013,ASPEN 5.9 W,NRCS,5,49,PITKIN,CO,332804,4339369,39.1875,-106.9359,,SnowDepth,8/3/14,9/14/14,2019-08-13T21:13:28.4070000,in,42
7233,US1COSU0066,SILVERTHORNE 1.2 NE,NRCS,5,59,SUMMIT,CO,408688,4390841,39.6625,-106.0645,,SnowDepth,8/3/14,10/29/20,2020-12-16T00:27:51.9070000,in,2279
7234,US1COSU0067,BRECKENRIDGE 1.9 SSE,NRCS,5,59,SUMMIT,CO,411203,4370765,39.4819,-106.0325,,SnowDepth,9/6/14,12/11/20,2020-12-16T00:27:56.8270000,in,2288
7317,US1COGF0067,GLENWOOD SPRINGS 7.0 NW,NRCS,5,23,GARFIELD,CO,292327,4388313,39.6194,-107.4194,,SnowDepth,9/25/14,10/29/20,2020-12-15T22:29:33.4030000,in,2226
7323,US1COME0098,GRAND JUNCTION 2.4 SE,NRCS,5,39,MESA,CO,195310,4329539,39.0618,-108.5213,,SnowDepth,10/11/14,12/21/14,2019-08-13T20:50:32.4970000,in,71
7324,US1COME0117,LOMA 0.9 E,NRCS,5,39,MESA,CO,171606,4346053,39.2017,-108.8027,,SnowDepth,8/24/14,12/11/20,2020-12-15T23:49:55.1730000,in,2301
7358,US1COGF0069,CARBONDALE 0.3 WNW,NRCS,5,23,GARFIELD,CO,308891,4363328,39.3983,-107.2194,,SnowDepth,11/1/14,6/28/16,2019-08-13T15:28:14.1770000,in,605
7605,US1COGR0067,GRAND LAKE 1.5 WNW,NRCS,5,25,GRAND,CO,427985,4457081,40.2611,-105.8469,,SnowDepth,4/18/15,6/26/16,2019-08-13T15:40:04.4770000,in,435
7622,US1COME0124,PALISADE 1.4 SE,NRCS,5,39,MESA,CO,211228,4332506,39.0939,-108.3389,,SnowDepth,1/22/15,8/22/17,2019-08-14T14:22:06.6930000,in,943
7632,US1COPT0012,ASPEN 5.8 NW,NRCS,5,49,PITKIN,CO,335791,4346645,39.2536,-106.9031,,SnowDepth,8/3/14,6/7/16,2019-08-14T14:41:08.1770000,in,674
7760,US1COGF0071,SILT 2.9 NNW,NRCS,5,23,GARFIELD,CO,270368,4385503,39.5885,-107.674,,SnowDepth,9/6/15,12/11/20,2020-12-15T22:29:37.2870000,in,1923
7761,US1COGF0072,GLENWOOD SPRINGS 7.0 S,NRCS,5,23,GARFIELD,CO,300650,4368589,39.4438,-107.3166,,SnowDepth,2/20/15,3/4/19,2019-08-13T15:28:48.4830000,in,1473
7762,US1COGF0073,GLENWOOD SPRINGS 7.2 S,NRCS,5,23,GARFIELD,CO,300788,4368252,39.4408,-107.3149,,SnowDepth,9/9/15,12/12/20,2020-12-15T22:29:46.1330000,in,1921
7764,US1COGR0068,TABERNASH 2.7 NW,NRCS,5,25,GRAND,CO,424362,4428921,40.0071,-105.8862,,SnowDepth,7/4/15,12/13/20,2020-12-15T22:33:53.7670000,in,1989
7776,US1COME0118,GRAND JUNCTION 4.1 ENE,NRCS,5,39,MESA,CO,199143,4333872,39.1021,-108.479,,SnowDepth,11/2/14,12/13/20,2020-12-15T23:50:01.5170000,in,2233
7777,US1COME0125,GRAND JUNCTION 2.3 E,NRCS,5,39,MESA,CO,196470,4332407,39.088,-108.5092,,SnowDepth,7/22/15,12/13/20,2020-12-15T23:50:09.2970000,in,1971
7812,US1COGR0070,GRAND LAKE 4.8 SSW,NRCS,5,25,GRAND,CO,425979,4449408,40.1918,-105.8696,,SnowDepth,10/21/15,4/7/16,2019-08-13T15:40:30.2170000,in,169
8109,US1COEG0044,GYPSUM 0.4 WNW,CoCoRaHS,5,37,,CO,332299,4390249,39.645607,-106.954511,,SnowDepth,3/12/16,2/2/18,2019-08-13T14:26:10.5900000,in,692
8111,US1COEG0047,GYPSUM 2.5 ESE,CoCoRaHS,5,37,,CO,336721,4388655,39.632108,-106.902608,,SnowDepth,5/29/16,12/11/20,2020-12-15T22:12:21.7100000,in,1657
8119,US1COGF0077,RIFLE 0.5 ENE,CoCoRaHS,5,39,,CO,262116,4380519,39.541405,-107.768216,,SnowDepth,5/15/16,10/26/20,2020-11-15T22:20:55.0330000,in,1625
