adminNumber,streamMile,netAbs,wdid,latitude,longitude,adjudicationDate
35294,8.12,9543560.4,7203859,39.073363,-108.215456,7/21/1959
35404,1.68,3949149.6,5303982,39.904904,-106.871498,2/7/1956
35476,56.24,23.38,7200644,39.127617,-108.325965,7/21/1959
35621,28.73,8458916.4,5303961,40.021113,-106.997623,2/7/1956
35645,5.13,635976,3603549,39.9795,-106.4579,3/10/1952
35654,14,17424,7203786,39.288805,-108.426129,7/21/1959
35686,24.25,12.8,5300621,40.033116,-106.923238,2/7/1956
35702,8.55,7903090.8,5203939,39.808906,-106.778511,5/31/1972
35793,43.93,21780,7203598,39.159748,-107.739305,12/31/1972
35915,32.49,12,3600780,39.758106,-106.131223,3/10/1952
35927,64.36,93218400,3603570,39.385722,-106.100864,3/10/1952
35929,33.99,15,3600671,39.736577,-106.13337,3/10/1952
35969,0.31,1777248,3603544,39.996866,-106.381279,3/10/1952
35973,9.27,5343940.8,3703517,39.76648,-106.866727,2/7/1956
35995,8.12,13155555.6,7203859,39.073363,-108.215456,7/21/1959
36040,21.16,46766016,5003625,40.294336,-106.29022,9/5/1964
36065,5.45,7230960,7203854,39.084047,-108.274104,7/21/1959
36186,3.31,5083452,5103665,40.100655,-105.844795,11/7/1952
36204,91.34,11.49,3900728,39.460643,-108.036986,9/5/1952
36281,13.5,196020,7203789,39.325673,-108.701118,7/21/1959
36396.15565,4.34,21,3801028,39.164276,-106.878667,10/24/1952
36396.17728,3.53,474368.4,3803751,39.514123,-107.091286,10/24/1952
36396.20574,6.65,26136000,3803711,39.423334,-106.636389,10/24/1952
36396.24028,1.44,1752767.28,3803730,39.222344,-107.121398,10/24/1952
36396.24174,1.44,300084.84,3803731,39.230748,-107.10114,10/24/1952
36396.31303,3.53,1058508,3803751,39.514123,-107.091286,10/24/1952
36396.33928,4.07,10811156.4,3803752,39.519647,-107.085705,10/24/1952
36396.34942,1.89,1986336,3803740,39.513822,-107.141455,10/24/1952
36396.35885,1.4,12.8,3801147,39.401299,-107.229424,10/24/1952
36524,5.53,1742400,5303562,39.926306,-107.16719,12/31/1972
36602,2.77,12,3800517,39.514523,-107.317624,10/24/1952
36676,1.35,20.04,4500699,39.309424,-107.538532,3/2/1953
36718,6.46,30,3700683,39.758323,-106.777641,2/7/1956
36730,6.46,15,3700684,39.758323,-106.777641,2/7/1956
36734,5.12,40,3801078,39.273262,-106.958137,10/24/1952
36746,38.62,20.5,7200616,39.207731,-107.762341,7/21/1959
36763,1.74,30,3800755,39.185247,-106.835669,10/24/1952
36778,44.41,233481.6,3804016,39.200697,-106.82089,10/24/1952
36801,0.71,341946,3603545,39.992222,-106.385356,3/10/1952
37010,10.01,16173392.4,7203842,39.107204,-107.749903,7/21/1959
37037,4.55,18,7200730,39.174687,-107.806126,7/21/1959
37061,2.26,219978,5003641,40.141628,-106.316169,9/5/1964
37125,0.86,87120,3903539,39.593785,-107.557123,9/5/1952
37133,38.5,5445000,7203841,39.211524,-107.751308,7/21/1959
37177,291.1,83199.6,5103682,40.337847,-105.860598,11/7/1952
37202,10.27,15,5300754,39.928948,-107.062178,2/7/1956
37214,43.89,87120,3804015,39.1997,-106.832775,10/24/1952
37254,23.67,21780,7203574,39.248891,-107.695663,12/31/1972
37398,7.87,710028,7203762,39.349534,-108.934994,7/21/1959
37446,5.95,10771516.8,5303966,39.990398,-106.815526,2/7/1956
37465,17.8,141802174.8,5303971,39.771925,-107.318672,2/7/1956
37482,1.42,14,5300662,39.82997,-107.185433,2/7/1956
37486,33.64,1459260000,7203844,39.224116,-107.812397,7/21/1959
37494,3.97,22,5300595,39.997425,-106.82643,2/7/1956
37503.15066,7.69,24,3900563,39.675752,-107.698383,11/10/1966
37503.29006,100.73,43560,3903928,39.520065,-107.916453,11/10/1966
37503.35321,0,134478432,3903505,39.605834,-107.66081,11/10/1966
37503.36899,11.11,592459560,3903508,39.62653,-107.757803,11/10/1966
37552.18058,2.36,11.24,3801146,39.406217,-106.895176,6/20/1958
37552.34119,15.75,871200,3803974,39.40606,-107.191429,6/20/1958
37552.35245,9.48,718740,3804014,39.37958,-106.886596,6/20/1958
37552.36038,2.45,12440736,3803722,39.519347,-107.144277,6/20/1958
37552.36687,11.79,20,3800653,39.189722,-106.985555,6/20/1958
37552.37102,6.26,51.56,3800749,39.142621,-106.894552,6/20/1958
37552.37524,6.29,32.5,3800880,39.2982,-107.111746,6/20/1958
37566.33146,8.09,1139529.6,5103661,40.046792,-105.94021,1/14/1957
37566.36808,1.97,2665872,5103660,40.055602,-105.951735,1/14/1957
37620,6.68,21780,7203570,39.132931,-107.983665,12/31/1972
37691,9.62,90,3900649,39.700598,-107.69772,11/10/1966
37837,3.3,14.76,5200632,39.834394,-106.826108,5/31/1972
37851,17.48,152460,7203835,39.222482,-108.061124,7/21/1959
37905,5.93,14017608,5103694,40.13675,-106.200454,1/14/1957
37908,0.43,12,3800789,39.404417,-107.135153,6/20/1958
37985,25.38,21780,7203576,39.240145,-107.669631,12/31/1972
38137,15.97,360676.8,3803733,39.411942,-107.188485,6/20/1958
38167,5.48,19.8,3900548,39.644321,-107.446489,11/10/1966
38188,2.45,22.7,7200506,39.107423,-107.830275,7/21/1959
38222,3.14,1742400,7203843,39.11379,-107.733425,7/21/1959
38236,19.64,152939160,5101070,39.843352,-106.081849,1/14/1957
38241,8.16,42863911.2,3903940,39.806252,-107.545313,11/10/1966
38374,91.4,30.89,3900709,39.461171,-108.035714,11/10/1966
38516,22.91,174240,7203846,39.263302,-107.711707,7/21/1959
38593,5.33,98881.2,5103652,39.989039,-105.794049,1/14/1957
38753.29736,8.21,572378.4,5303969,40.016813,-106.743943,10/19/1962
38753.30942,3,1132560,5303963,40.095542,-106.778364,10/19/1962
38753.35215,7.52,2800908,5303999,40.092312,-106.740697,10/19/1962
38753.35914,42.26,11.98,3700613,39.611809,-106.457849,7/23/1958
38753.36675,1.4,12,3700835,39.612324,-106.520624,7/23/1958
38753.37094,6.3,8890596,3703513,39.394009,-106.213473,7/23/1958
38753.37375,21.44,15,3700848,39.688493,-106.748421,7/23/1958
38753.3752,13.87,1916191332,3704516,39.369483,-106.46119,7/23/1958
38753.37912,38.99,18.26,3700708,39.626476,-106.507,7/23/1958
38753.37919,3.28,44,3701290,39.410145,-106.365598,7/23/1958
38847,16.43,20,7200963,39.196813,-108.053329,7/21/1959
38886,0.74,831996,3804185,39.335597,-106.607959,12/31/1972
39041,119.42,36,3900663,39.542157,-107.618825,11/10/1966
39081,3.5,21780,7203583,39.199374,-107.668404,12/31/1972
39095.29887,5.46,858132,5104024,40.0884,-105.889151,5/30/1972
39095.3564,3.42,1626966,5103752,40.262,-106.114546,5/30/1972
39095.36174,1.42,3751387.2,5104012,40.073402,-106.072073,5/30/1972
39095.3698,3.9,1519372.8,5104020,40.092414,-105.842784,5/30/1972
39095.38998,2.22,4078827720,5103709,40.035047,-106.205338,5/30/1972
39254.22423,16.44,70872120,5004600,40.23506,-106.600799,3/30/1964
39263,7.87,108900,5104029,39.980971,-106.162649,5/30/1972
39291,14.28,4459193640,3803713,39.363693,-106.818708,6/20/1958
39446,3,21780,3703825,39.673202,-106.501158,12/31/1972
39617.11793,18.39,11.9,3800838,39.400735,-107.146399,11/5/1971
39617.14256,2.78,1176120,3803830,39.207488,-106.780246,11/5/1971
39617.36038,2.45,17467560,3803722,39.519347,-107.144277,11/5/1971
39617.3707,46.46,8019.396,3803977,39.161681,-106.823355,11/5/1971
39617.38212,31.51,1574694,3803853,39.06794,-107.177159,11/5/1971
39617.38563,29.14,592067.52,3803956,39.075479,-107.216009,11/5/1971
39617.38872,31.56,490050,3803852,39.069476,-107.177403,11/5/1971
39795,0.89,65340,5104032,39.913742,-105.793681,5/30/1972
40013.31672,8.1,435600,7203887,39.082981,-108.033557,4/13/1972
40013.35184,6.33,304920,7204080,39.17094,-107.918953,4/13/1972
40013.3701,10.01,3429261,7203842,39.107204,-107.749903,4/13/1972
40013.37177,7.5,5702004,7204077,39.28097,-108.841832,4/13/1972
40013.38847,12.77,417787009.2,7203962,39.191212,-108.108006,4/13/1972
40013.38954,4.22,18.54,7201233,39.267744,-107.902795,4/13/1972
40013.39608,0.2,30,7201487,39.19698,-108.049314,4/13/1972
40028,2.15,75,5000576,40.172712,-106.259996,9/5/1964
40061,1.91,36590.4,3803935,39.395684,-107.223416,11/5/1971
40069,4,261360,3903503,39.628793,-108.113632,11/10/1966
40071,0.21,6098400,3903941,39.635276,-108.099105,11/10/1966
40176,3,653400,3703851,39.43718,-106.807118,12/31/1972
40221,3.19,30492,5104021,39.972073,-105.863097,5/30/1972
40478,1.34,4356,3703840,39.49966,-106.815839,12/31/1972
40601,5.95,56628,7203602,39.210038,-107.725748,12/31/1972
40661,5.53,631.62,3803941,39.247108,-107.010399,11/5/1971
40708,18.47,10879545.6,4503695,39.332675,-107.482199,7/9/1965
40719,40.54,1603.008,3803951,39.236461,-106.858334,11/5/1971
40723,40.09,156.816,3803950,39.247148,-106.858258,11/5/1971
40785,58.62,60827184,3603542,39.454879,-106.030546,5/31/1972
40793,31.31,3158100,3804000,39.070137,-107.18111,11/5/1971
40800,19.68,9691228.8,7204065,39.290696,-107.718952,4/13/1972
40833,10.01,5345116.92,7203842,39.107204,-107.749903,4/13/1972
40884,11.62,4356,3703859,39.549576,-106.705672,12/31/1972
40907,21.31,21780,7203673,39.295491,-107.676237,12/31/1972
40912,11.61,4356,3703879,39.556271,-106.71907,12/31/1972
40922,6.59,8712,5204014,39.811919,-106.557035,12/31/1972
40937,8.95,4356,5203987,39.769293,-106.542001,12/31/1972
41045,0,45738,5104019,40.087964,-105.905489,5/30/1972
41050,1,4356,3703855,39.507725,-106.667801,12/31/1972
41099,10.31,2482920,3803835,39.207,-106.963695,11/5/1971
41199.1897,9.33,968774.4,5303952,40.031088,-106.88017,9/13/1967
41199.20666,3.35,458251.2,5303998,39.935486,-106.832822,9/13/1967
41199.21147,12.92,21595741.2,5303988,39.985923,-106.867536,9/13/1967
41199.21783,2.92,1420056,5303989,40.014524,-106.827577,9/13/1967
41199.23559,3.73,1849122,5303976,40.072595,-106.45514,9/13/1967
41199.31367,7.17,10334479.32,5303960,39.90731,-107.154093,9/13/1967
41199.32292,5.04,1082030.4,5303983,39.938078,-106.644393,9/13/1967
41231,10.76,21780,3703882,39.540963,-106.852186,12/31/1972
41245,7,4356,3703884,39.531509,-106.836472,12/31/1972
41253,20.33,9854143.2,5303978,40.056173,-106.859816,9/13/1967
41272,2.93,34848,7203623,39.290314,-107.654563,12/31/1972
41393,0.18,146797.2,5104013,40.123702,-105.85423,5/30/1972
41443,15.29,21780,7203577,39.070501,-107.885505,12/31/1972
41444,3.64,312760.8,7203960,39.111874,-108.569551,4/13/1972
41500,34.22,100,7200820,39.205249,-107.81361,4/13/1972
41531,3.9,4356,3703829,39.768503,-106.621867,12/31/1972
41551,1.76,165528,5104023,40.09991,-105.942986,5/30/1972
41637,147.34,13068,5303526,39.606395,-107.219762,12/31/1972
41684,3.9,8712,3703830,39.772246,-106.625446,12/31/1972
41707,3.5,4356,3703817,39.74575,-106.613771,12/31/1972
41713,19.99,13068,7203642,39.295893,-107.706194,12/31/1972
41790,0.87,62247.24,3804049,39.283537,-106.870568,11/5/1971
41791,56.57,15,7201329,39.131868,-108.323868,4/13/1972
41799,2.19,4356,3703856,39.504296,-106.758646,12/31/1972
41861,14.06,4356,5204000,39.744503,-106.482513,12/31/1972
41912,9.59,348480,7204087,39.070809,-108.132785,4/13/1972
42003,5.3,34848,7203668,39.33628,-107.933434,12/31/1972
42097,4.33,2583108,3803946,39.226847,-106.920599,11/5/1971
42215,2.26,392040,3803927,39.183792,-106.853055,11/5/1971
42233,7.28,7840.8,3803942,39.188427,-106.959948,11/5/1971
42242,1.86,1863679.752,5203940,39.951577,-106.461995,5/31/1972
42285,3.53,300999.6,3803807,39.29588,-106.95203,11/5/1971
42304,40.47,13568.94,3803934,39.238028,-106.860883,11/5/1971
42420.38198,60.22,435600,3703545,39.425125,-106.319931,5/31/1972
42420.38928,60.22,392040,3703545,39.425125,-106.319931,5/31/1972
42442,2.76,36590.4,3804019,39.28537,-107.028721,11/5/1971
42467,10.6,1717570.8,3803844,39.402369,-107.368541,11/5/1971
42491,0.02,8886240,3803832,39.409276,-107.177452,11/5/1971
42492,0.67,435600,5203937,39.927558,-106.487486,5/31/1972
42519,1.21,4356,3703883,39.494996,-106.809252,12/31/1972
42520,20.08,4356,3703811,39.50657,-106.799779,12/31/1972
42557,6.55,2344399.2,5303972,39.820456,-107.076654,9/13/1967
42595,38.85,121.968,3804017,39.253392,-106.8664,11/5/1971
42618,13.7,1092484.8,5303979,40.037758,-106.805729,9/13/1967
42667,25.21,713948.4,3803978,39.369289,-107.045576,11/5/1971
42672,2.15,8712,3703863,39.544179,-106.870774,12/31/1972
42733,3,21780,7203568,39.329282,-107.751323,12/31/1972
42854,12.27,13068,3903572,39.754229,-107.481956,12/31/1972
42928,1.46,541886.4,3803827,39.394896,-107.239926,11/5/1971
43052,3.25,32670,3703580,39.590165,-106.589699,5/31/1972
43086,16.62,8712,3903575,39.806064,-107.510416,12/31/1972
43098,21.93,43560,7203609,39.270764,-107.688002,12/31/1972
43234,0.94,1094401.44,3603599,39.473441,-106.058321,5/31/1972
43403,0.19,2613600,3703544,39.449735,-106.332296,5/31/1972
43464,1.88,43560,7203624,39.17291,-107.649314,12/31/1972
43621.41467,5.59,103237.2,5104007,40.200773,-105.89467,5/31/1972
43621.42906,257.47,19384200,5103742,40.108449,-105.983065,5/31/1972
43621.43338,2.28,5445000,5104006,39.968399,-106.206731,5/31/1972
43622.38929,7.42,261360,5104037,40.165012,-105.996943,12/31/1969
43829,27.23,108900,7203614,39.242511,-107.643618,12/31/1972
43829.22015,4.94,13598125.2,5103688,40.111752,-106.21149,12/31/1970
43829.22035,0,21780,3803936,39.368266,-107.039842,12/31/1970
43829.34649,13.53,4356000,3803786,39.485536,-107.061548,12/31/1970
43829.36889,82.62,25,4500969,39.382585,-108.129986,12/31/1970
43829.42717,11.68,1346004,3903943,39.540121,-108.12243,12/31/1970
43829.42792,73.53,12.4,7201080,39.300888,-108.235398,12/31/1970
43829.4337,3.17,49658400,3803759,39.243091,-106.950427,12/31/1970
44194,30.28,21780,7203653,39.206894,-107.663355,12/31/1972
44194.3068,0.82,733114.8,3603596,39.568911,-106.0897,12/31/1971
44194.34649,11.1,20.8,5200662,39.501945,-107.036944,12/31/1971
44194.3488,4.75,220413.6,3903950,39.640145,-107.534898,12/31/1971
44194.41467,5.59,103237.2,5104007,40.200773,-105.89467,12/31/1971
44194.43247,2.54,100,7200746,39.199932,-107.820726,12/31/1971
44194.43281,4.11,3598056,5304004,39.944945,-106.813937,12/31/1971
44559,2.85,13068,5303565,39.624186,-107.228427,12/31/1972
44559.1309,3.47,43560,4503648,39.440713,-107.619915,12/31/1972
44559.23375,108.83,387684,3903938,39.534641,-107.79758,12/31/1972
44559.24307,5.3,3136320,3803955,39.494936,-107.050162,12/31/1972
44559.30132,35.92,5213696.4,3804062,39.022005,-107.072454,12/31/1972
44559.31197,5.24,392040,7204084,39.117083,-108.052848,12/31/1972
44559.33769,3.9,622908,5104040,40.082589,-105.929205,12/31/1972
44559.37499,0.45,1513013.04,3603578,39.997039,-106.386379,12/31/1972
44559.41057,6.59,43560,3903922,39.679024,-107.637681,12/31/1972
44559.41492,2.92,10890,4503608,39.447086,-107.619051,12/31/1972
44559.42035,25.29,8511624,5303995,40.018428,-106.9404,12/31/1972
44559.42129,0.34,43560,3803873,39.294126,-106.911711,12/31/1972
44559.4266,64.43,182952,3603595,39.388994,-106.048843,12/31/1972
44559.42885,3.35,43560,5304025,39.883483,-106.958048,12/31/1972
44559.43736,9.51,174240,5003654,40.104952,-106.515481,12/31/1972
44559.44248,1.44,844192.8,3803895,39.322996,-107.033311,12/31/1972
44559.44315,2.86,261360,5304013,39.881542,-106.949772,12/31/1972
44681,3.64,312760.8,7203960,39.111874,-108.569551,4/13/1972
44712,2.5,256132.8,3703606,39.592884,-106.597583,12/31/1972
44790,7.33,27007.2,3803975,39.331511,-107.209618,12/31/1972
44925,40.09,39.204,3803950,39.247148,-106.858258,12/31/1972
44925.19509,3.14,10890,7204094,39.591738,-108.852397,12/31/1973
44925.29371,4.06,1626617.52,5203959,39.822263,-106.603912,12/31/1973
44925.35367,12.06,224334,3803814,39.421179,-107.244589,12/31/1973
44925.36159,3.35,16.6,4500793,39.487068,-107.831368,12/31/1973
44925.39659,5.42,110381.04,4503623,39.494194,-107.405797,12/31/1973
44925.39993,216.2,32670,5203967,39.972311,-106.515705,12/31/1973
44925.40237,3.84,1023660,7204086,39.14262,-108.051063,12/31/1973
44925.41272,42.74,653400,3603583,39.645288,-106.064705,12/31/1973
44925.41332,49.47,191990.7,7204079,39.080142,-108.401262,12/31/1973
44925.42508,3.29,32670,3803866,39.167606,-106.849527,12/31/1973
44925.42542,15.81,86248.8,3703591,39.495031,-106.866491,12/31/1973
44925.42885,3.18,784080,5304014,39.879998,-106.95478,12/31/1973
44925.4328,15.9,130680,3803901,39.403709,-107.18808,12/31/1973
44925.43464,0,1001880,5003653,40.326015,-106.561714,12/31/1973
44925.43607,9.3,47916,3703543,39.643343,-106.307697,12/31/1973
44925.43645,35.7,19166.4,3803968,39.288711,-106.906737,12/31/1973
44925.44345,8.89,25264.8,7204091,39.070083,-108.136661,12/31/1973
44925.44528,7.86,35980.56,5304019,39.984665,-106.673957,12/31/1973
44925.44741,34.64,87120,7204069,39.08253,-108.628162,12/31/1973
44925.44833,0.08,217800,3803881,39.249065,-107.235231,12/31/1973
45014,115.37,217800,4503609,39.537965,-107.690966,12/31/1973
45018,37.86,43560,3803898,39.265246,-106.886708,12/31/1973
45045,4.4,39,3801766,39.087974,-106.646816,12/31/1973
45118,23.52,200,3802020,39.344221,-106.672285,12/31/1973
45230,1.44,21780,3803848,39.344781,-107.059766,12/31/1973
45290,7.74,4356,5003677,40.308837,-106.420094,12/31/1972
45290.18263,8.94,435600,5203971,39.879696,-106.472572,12/31/1974
45290.21549,3.68,108900,4503615,39.436282,-108.004222,12/31/1974
45290.31197,17.19,304920,7204059,39.270556,-107.748678,12/31/1974
45290.35239,18.41,185130000,3603575,39.415302,-106.172546,12/31/1974
45290.3628,0.18,178596,3603579,39.998621,-106.38165,12/31/1974
45290.3635,0.46,100188,3603580,39.994817,-106.382273,12/31/1974
45290.36436,0.51,52272,3603581,39.994246,-106.382672,12/31/1974
45290.36645,0.62,43560,3603582,39.992972,-106.383983,12/31/1974
45290.37805,1.29,392040,5104048,39.94119,-105.833002,12/31/1974
45290.3835,45.82,21780,7203970,39.052253,-108.45411,12/31/1974
45290.40907,45.54,60984,7203971,39.053188,-108.458777,12/31/1974
45290.41637,45.81,100188,7204090,39.054291,-108.454859,12/31/1974
45290.42861,32.22,871.2,7204067,39.098313,-108.666368,12/31/1974
45290.43341,255.84,129808.8,5104039,40.098499,-106.005086,12/31/1974
45290.44299,8.42,740520,3903954,39.689173,-107.667821,12/31/1974
45290.44742,8.32,102322.44,3804029,39.235433,-107.009155,12/31/1974
45290.45025,36.16,152460,3804010,39.034194,-107.057836,12/31/1974
45290.45144,3.57,36.62,3600709,40.012803,-106.383593,12/31/1974
45290.4526,4.89,435600,7204083,39.126906,-108.045938,12/31/1974
45380,115.29,261360,4503685,39.538471,-107.693257,12/31/1974
45410,5.12,1089000,5303542,40.107467,-106.68019,12/31/1972
45420,3.35,1089000,7204078,39.311582,-107.847472,12/31/1974
45512,0.32,261360,3603592,39.845532,-106.228587,12/31/1974
45558,1.4,104544,3903953,39.578426,-107.372886,12/31/1974
45581,4.57,21780,4503626,39.491043,-107.752196,12/31/1974
45593,6.61,17424000,3803779,39.079297,-106.617239,12/31/1974
45655.21635,3.26,174240,7204063,39.191655,-108.729834,12/31/1975
45655.38613,7.59,8973360,4503603,39.523997,-107.433779,12/31/1975
45655.38866,4.13,15,3801661,39.252716,-106.83562,12/31/1975
45655.43601,0,209088,4503606,39.433472,-107.912843,12/31/1975
45655.43802,282.27,130680,5104038,40.285697,-105.856039,12/31/1975
45655.44194,6.7,65340,3803823,39.3801,-106.932328,12/31/1975
45655.44852,7.59,43560000,4503603,39.523997,-107.433779,12/31/1975
45712,0.01,14,3802000,39.196419,-106.820662,12/31/1975
45776,0,100,3802114,39.419061,-107.236093,12/31/1975
45845,0.03,22,3802116,39.247181,-107.23408,12/31/1975
45863,2.23,119790,5304017,39.954951,-106.764289,12/31/1975
45934,45.94,43560,7204057,39.05421,-108.450537,12/31/1975
45943,283.81,1698840,5104047,40.294228,-105.857889,12/31/1975
45950,13.75,130680,3803940,39.365461,-106.824524,12/31/1975
46020.29371,4.09,130680,5203960,39.823194,-106.602203,12/31/1976
46020.37924,4,130680,5103724,40.093908,-105.930094,12/31/1976
46020.42575,5.64,7405200,5103732,39.976196,-105.936812,12/31/1976
46020.43584,2.96,217800,5103725,40.093741,-105.938,12/31/1976
46020.44192,0.79,277912.8,3803907,39.196234,-106.836592,12/31/1976
46020.44375,2.98,348480,5103726,40.094369,-105.933355,12/31/1976
46020.4479,0.6,226076.4,3703601,39.616404,-106.484542,12/31/1976
46020.45471,0.61,12632.4,3803953,39.199008,-106.840659,12/31/1976
46020.45578,3.72,43560,3803854,39.442864,-107.336103,12/31/1976
46020.45581,6,173804.4,4503627,39.459042,-107.804223,12/31/1976
46020.45775,3.03,106722,4503613,39.386524,-107.638389,12/31/1976
46020.45807,18.25,217800,7204072,39.172159,-108.85319,12/31/1976
46020.45836,50.23,184694.4,3803837,39.144671,-106.806316,12/31/1976
46034,19.34,89298000,3803875,39.117602,-107.033405,12/31/1976
46097,3.72,67953600,5102044,40.076737,-105.661963,12/31/1976
46174,46.57,43560,7204093,39.050266,-108.437855,12/31/1976
46216,9.62,392040,3803781,39.26984,-107.14402,12/31/1976
46294,0.79,13503.6,3803912,39.196234,-106.836592,12/31/1976
46386.18627,8.12,4356000,3603606,39.539843,-106.143749,12/31/1977
46386.32963,0.47,217800,3703597,39.565718,-106.426734,12/31/1977
46386.34981,21.22,9215553.6,3803721,39.422946,-106.655126,12/31/1977
46386.38531,114.29,34848,3903937,39.564072,-107.715576,12/31/1977
46386.43625,2.12,149410.8,3703603,39.621521,-106.619398,12/31/1977
46386.44741,114.64,10367280,4503642,39.540117,-107.698961,12/31/1977
46386.44925,1.08,11325.6,3803996,39.286479,-106.868436,12/31/1977
46386.45014,114.64,261360,4503643,39.542891,-107.698662,12/31/1977
46386.45471,19.56,40946.4,3803945,39.177335,-107.24143,12/31/1977
46386.45534,27.45,283140,7203952,39.263286,-107.89564,12/31/1977
46386.4596,3.67,6969600,3803774,39.40882,-107.085279,12/31/1977
46386.46202,19.56,50673.348,3803872,39.177573,-107.241229,12/31/1977
46386.46353,3.55,261360,3703614,39.609743,-106.913959,12/31/1977
46386.46358,115.37,653400,4503609,39.537965,-107.690966,12/31/1977
46386.46377,0.63,17424,4503620,39.481718,-107.880818,12/31/1977
46386.46386,115.29,784080,4503685,39.538471,-107.693257,12/31/1977
46446,3.96,1237539.6,3803773,39.412956,-107.083787,12/31/1977
46476,7.13,95832,3803820,39.124209,-106.831792,12/31/1977
46506,1.42,43560,3703596,39.633494,-106.953356,12/31/1977
46538,37.52,7333265.016,3703600,39.637663,-106.532052,12/31/1977
46593,11.69,12,3702043,39.54088,-106.755544,12/31/1977
46594,0.01,22,3702056,39.608804,-106.449249,12/31/1977
46599,0.47,24829.2,3703607,39.565753,-106.426805,12/31/1977
46631,7.3,1089000,3703595,39.643115,-106.340359,12/31/1977
46690,1.18,130680,7203746,39.091137,-108.651648,12/31/1977
46749,19.57,1470585.6,5103739,39.944349,-105.809998,12/31/1977
46751.25987,2.86,10890,7203951,39.166871,-108.027041,12/31/1978
46751.38928,0.2,7143.84,5304015,39.66966,-107.070148,12/31/1978
46751.42485,6.58,148122295.2,7203957,39.268763,-108.84238,12/31/1978
46751.43716,10.6,479160,5003650,40.106048,-106.526295,12/31/1978
46751.4529,19.3,196020,5103740,39.946927,-105.812376,12/31/1978
46751.45902,5.35,46173.6,3903935,39.639679,-107.688516,12/31/1978
46751.46051,109.79,2439360,3903927,39.527132,-107.777514,12/31/1978
46751.46203,6.65,2516025.6,3803711,39.423334,-106.636389,12/31/1978
46751.46211,257.52,100,5104700,40.108407,-105.982068,12/31/1978
46751.46574,2.59,37461.6,7203936,39.0763,-108.657653,12/31/1978
46751.46599,2.34,11,7201334,39.15722,-108.142231,12/31/1978
46751.4669,1.18,522720,7203746,39.091137,-108.651648,12/31/1978
46842,0,5445,3903942,39.569736,-107.662597,12/31/1978
46883,42.78,50,3702042,39.608768,-106.449213,12/31/1978
46901,7.67,267022.8,4503616,39.507268,-107.4784,12/31/1978
46932,2.92,871200,7203947,39.230817,-108.846314,12/31/1978
46972,7.38,43560,3903931,39.587115,-107.764122,12/31/1978
46980,12.25,615938.4,5103713,40.004718,-105.932782,12/31/1978
47023,8.49,358498.8,5103730,39.964131,-105.7784,12/31/1978
47086,0.41,1655280,3703627,39.646104,-106.559835,12/31/1978
47105,7.56,15333120,3703608,39.542781,-106.220878,12/31/1978
47113,1.81,217800,3803863,39.473955,-107.314905,12/31/1978
47116.2221,5.66,2161447.2,5003648,40.218145,-106.494023,12/31/1979
47116.23375,4.5,22519213.2,5003645,40.269641,-106.544716,12/31/1979
47116.32797,7.56,1932321.6,3703608,39.542781,-106.220878,12/31/1979
47116.44559,2.21,152460,5103737,40.210716,-105.879308,12/31/1979
47116.4529,5.24,57063.6,7203966,39.11866,-108.050355,12/31/1979
47116.45882,5.9,56628,7203954,39.116694,-108.046272,12/31/1979
47116.4602,5.23,169884,7203967,39.121683,-108.048459,12/31/1979
47116.46571,34.79,21780,7204104,39.076762,-108.619094,12/31/1979
47116.46599,5.32,43560,7203953,39.119757,-108.046618,12/31/1979
47116.46872,0.66,87120,3803943,39.256001,-106.895902,12/31/1979
47116.46917,4.78,431244,7203969,39.0984,-108.544607,12/31/1979
47116.46933,16.76,23958,3603614,39.873437,-106.306546,12/31/1979
47147,0.01,16,3802000,39.196419,-106.820662,12/31/1979
47254,5.74,57,5102039,40.000986,-106.180477,12/31/1979
47274,12.14,236530.8,3803815,39.422036,-107.242896,12/31/1979
47389,3.8,217800,3903921,39.630104,-107.542139,12/31/1979
47450,0.97,348480,5103716,40.085857,-105.982137,12/31/1979
47474,0.52,62726.4,3804448,39.495001,-107.314015,12/31/1979
47476,89.54,1785960,4503725,39.437675,-108.050539,12/31/1979
47478,0.66,1873080,3703616,39.631121,-106.562195,12/31/1979
47481.14857,53.2,971388,3803746,39.13193,-106.754655,12/31/1980
47481.26297,8.32,10890,4503605,39.417873,-107.802064,12/31/1980
47481.46173,10.27,12,5300704,39.93012,-107.069714,12/31/1980
47481.46538,9.15,174240,3703630,39.650462,-106.934439,12/31/1980
47481.46629,32.38,43560,3803775,39.323741,-106.939262,12/31/1980
47481.46785,0.69,1829520,3803821,39.274437,-106.882023,12/31/1980
47504,1.89,174240,3703718,39.679613,-106.834619,12/31/1980
47558,4.4,5210647.2,3803761,39.021462,-107.073378,12/31/1980
47572,4,4356,3803766,39.029725,-107.064225,12/31/1980
47601,31.34,87120,7204096,39.097703,-108.685202,12/31/1980
47602,257.52,200,5104700,40.108407,-105.982068,12/31/1980
47609,0.02,18,5302006,39.72141,-107.034946,12/31/1980
47650,119.23,54450,3903513,39.553608,-107.617285,12/31/1980
47660,6.19,21780,4503591,39.489597,-107.662635,12/31/1980
47670,1.41,2178000,3603624,39.526719,-106.026053,12/31/1980
47671,226.65,150,5102036,40.042798,-106.39755,12/31/1980
47755,0,7859966.4,5003646,40.327045,-106.546106,12/31/1980
