wdid,streamMile,sum_netAbs,waterDistrict
3609095,5.71,0,36
3609098,37.63,0,36
3609099,57.45,0,36
3609100,226.66,0,36
3609101,226.62,0,36
3609102,10.63,0,36
3609103,7.8,0,36
3609104,7.8,0,36
3609105,6.55,0,36
3609106,6.55,0,36
3609107,4.99,0,36
3609108,0,0,36
3609109,14.08,0,36
3609110,14.08,0,36
3609111,11.39,0,36
3609112,0,0,36
3609113,7.05,0,36
3609114,7.05,0,36
3609115,4.6,0,36
3609116,0,0,36
3609117,2.52,0,36
3609118,3.65,0,36
3609119,0.01,0,36
3609120,22.24,0,36
3609121,44.49,0,36
3609122,32.48,0,36
3609123,64.54,0,36
3609124,64.54,0,36
3609125,60.82,0,36
3609126,59.83,0,36
3609127,55.06,0,36
3609128,51.5,0,36
3609129,50.92,0,36
3609130,41.96,0,36
3609131,35.53,0,36
3609132,33.97,0,36
3609133,29.76,0,36
3609134,22.92,0,36
3609135,43.92,0,36
3609136,43.92,0,36
3609137,43.92,0,36
3617010,,0,36
3617016,0.01,0,36
3617018,,0,36
3617021,,0,36
3617023,,0,36
3700502,4.18,5.1,37
3700503,0.34,1.58,37
3700505,1.31,3,37
3700506,2.12,1.125,37
3700507,11.69,1.1,37
3700509,10.73,3.19,37
3700510,7.74,2.69,37
3700513,0.13,4.4,37
3700514,2.21,30,37
3700517,8.33,4.05,37
3700518,3.26,1.5,37
3700519,4.96,11.58,37
3700520,4.9,2.99,37
3700521,0.8,5.45,37
3700522,3.47,5,37
3700523,3.65,5.21,37
3700524,1.31,2.4,37
3700525,0.86,0.5,37
3700526,1.02,1.13,37
3700527,0.8,1.4,37
3700528,0.7,6.4,37
3700529,18.99,3.86,37
3700530,2.65,0.8,37
3700531,2.12,3.14,37
3700532,2.25,2.13,37
3700533,3.12,2,37
3700534,2.8,14.757,37
3700535,3.21,20.075,37
3700537,1.57,0.4036,37
3700539,3.41,42.34,37
3700540,1.04,0,37
3700545,0.67,2.4,37
3700546,5.75,3,37
3700547,5.75,1,37
3700548,12.89,15.9414,37
3700549,12.49,0.96,37
3700550,12.49,0.39,37
3700551,1.54,0.7,37
3700552,1.6,1.3,37
3700557,4.18,2.25,37
3700558,,3.05,37
3700559,8.42,1.3,37
3700560,2.12,22.96,37
3700561,5,23.26,37
3700563,2.12,3.566,37
3700564,0.04,1.2,37
3700566,1.51,5.126,37
3700567,1.47,2.55,37
3700568,1.04,2.76,37
3700569,2.08,1.2,37
3700570,1.77,1.6,37
3700571,1.89,13.14,37
3700572,,3.86,37
3700573,1.29,1,37
3700576,0.91,0.3,37
3700577,2.5,0.2,37
3700578,0.15,0.0628,37
3700579,42.43,13.2,37
3700583,9.86,5.7,37
3700585,7.24,3.14,37
3700586,0.57,0.01,37
3700587,4.04,2,37
3700588,2.18,2.2,37
3700590,0.27,16,37
3700591,1.31,1,37
3700592,50.2,8.689,37
3700593,0.65,3.782,37
3700594,12.6,0.14,37
3700595,12.68,2.416,37
3700596,6.39,0.72,37
3700597,3.31,1.07,37
3700598,2.57,1.12,37
3700599,2.63,5,37
3700601,0.43,1.62,37
3700602,0,1.8,37
3700604,8.26,5.28,37
3700605,9.1,4.81,37
3700606,11.69,0.375,37
3700607,11.69,1.34,37
3700610,0.94,0,37
3700612,10.3,0.47,37
3700613,42.26,18.5,37
3700614,4.95,3.7,37
3700616,41.43,14.8,37
3700617,0.17,5.81,37
3700618,0.49,6.4,37
3700619,2.39,2.69,37
3700620,2.54,4.57,37
3700622,11.05,2.56,37
3700625,2.21,10,37
3700628,4.84,3.14,37
3700632,4.89,6.3,37
3700633,4.11,1.56,37
3700634,1.6,0.9,37
3700635,2.77,4.5198,37
3700637,3.13,7.63,37
3700638,0,3,37
3700640,0.68,1.6,37
3700641,0.41,4.7,37
3700642,21.6,51.62,37
3700643,6.13,9.34,37
3700644,7.48,12.85,37
3700647,5.98,0,37
3700648,2.88,0,37
3700649,14.43,0,37
3700650,18.1,2,37
3700654,2.12,4.598,37
3700655,7.01,18.19,37
3700657,60.55,2.72,37
3700658,36.6,17.16,37
3700659,1.2,11.23,37
3700661,0.99,2,37
3700662,1.06,4.3,37
3700663,,0.7,37
3700664,3.09,0.2,37
3700666,1.85,3,37
3700667,5.67,5.7,37
3700668,5.2,4.3,37
3700669,2.03,11.43,37
3700670,4.2,3.85,37
3700671,0.2,2.8,37
3700672,8.43,3.3,37
3700674,11.38,1.5,37
3700675,11.07,1,37
3700676,10.47,3.4,37
3700677,9.65,1,37
3700680,4.73,8.5,37
3700681,0.43,2.2,37
3700682,3.96,15.23,37
3700683,6.46,33.25,37
3700684,6.46,15.5,37
3700685,7.17,5.68,37
3700686,5.78,20.4,37
3700688,0.23,0.8,37
3700690,1.13,2.76,37
3700691,11.74,1,37
3700692,0.3,6.2,37
3700694,4.06,19.34,37
3700695,5.56,4,37
3700696,2.12,4.11,37
3700697,5,3.85,37
3700698,3.72,8.98,37
3700699,3.93,8.16,37
3700700,0.71,0.3,37
3700701,0.66,12.83,37
3700702,2.71,0.67,37
3700704,6.35,6.25,37
3700705,3.94,2.5,37
3700707,1.54,2.5,37
3700708,38.99,29.387,37
3700710,4.04,2,37
3700711,9.71,17.83,37
3700712,8.47,6.87,37
3700713,10.37,1.31,37
3700714,3.17,1.5,37
3700715,1.27,8.187,37
3700716,0.1,0.4452,37
3700718,10.96,1.45,37
3700719,2.12,3.8125,37
3700720,15.75,6.28,37
3700721,4.4,3.46,37
3700723,1.27,9.454,37
3700724,15.97,5.86,37
3700725,0.55,1,37
3700726,1.65,8.83,37
3700727,0.5,11.71,37
3700728,4.51,1.22,37
3700729,0.04,5.52,37
3700731,0.93,4.6507,37
3700732,0.68,2,37
3700733,0.68,2,37
3700734,2.7,4,37
3700736,40.29,24.645,37
3700739,9.84,4.4,37
3700740,1.73,1,37
3700741,4.17,1.94,37
3700742,14.32,5.2,37
3700743,30.35,29.76,37
3700745,2.3,8.86,37
3700750,4.37,0.8,37
3700751,1.68,3,37
3700752,19.2,1,37
3700754,35.09,1,37
3700758,3.1,1.42,37
3700760,0.84,4.4,37
3700761,5.83,5.03,37
3700764,2.02,2,37
3700766,1.7,5.5,37
3700767,0.52,0,37
3700768,54.77,2.5,37
3700769,58.09,0,37
3700776,5.05,4.68,37
3700777,0.37,2,37
3700778,1.81,2.9,37
3700779,0.55,1.6,37
3700780,3.61,2.51,37
3700781,1.75,1.05,37
3700782,3.11,1,37
3700783,1.52,1.18,37
3700784,1.55,0.76,37
3700785,3.07,1.72,37
3700786,7.08,1.78,37
3700787,4.04,3.2,37
3700788,0.34,0.4,37
3700789,5.81,4.2,37
3700790,3.56,16.32,37
3700791,8.94,3.6,37
3700792,8.83,2.24,37
3700793,15.15,6.67,37
3700794,14.19,5,37
3700795,12.47,2.865,37
3700797,4.92,2.4,37
3700798,5.66,5,37
3700800,0.4,0.139,37
3700801,0,4.62,37
3700802,7.28,1.2,37
3700803,2.46,7.23,37
3700804,,4.13,37
3700805,12.55,0.39,37
3700806,11.8,0.72,37
3700807,0.58,2.75,37
3700809,2.74,2.1,37
3700810,11.69,1.113,37
3700814,0.48,0.5,37
3700815,0.37,2,37
3700816,0.79,1.2,37
3700817,2.54,1.75,37
3700818,8.42,1.98,37
3700819,8.42,0.2,37
3700820,3.37,10.17,37
3700822,10.79,4.77,37
3700823,8.34,54.4,37
3700824,8.64,0.97,37
3700825,18.62,0.48,37
3700826,18.92,2.17,37
3700828,3.04,5.03,37
3700829,0.9,3.56,37
3700830,37.26,23.75,37
3700833,3.72,3.2,37
3700834,3.49,9.01,37
3700835,1.4,19.514,37
3700836,0.24,0.556,37
3700837,0.24,0.485,37
3700839,1.43,3.52,37
3700841,1.57,6.39,37
3700843,9.07,12.25,37
3700844,13.96,1.45,37
3700845,14.09,0.97,37
3700848,21.44,35.466,37
3700849,0.81,1,37
3700850,0.25,4.12,37
3700854,5.63,0.3,37
3700855,2.12,6.514,37
3700856,2.32,4.6,37
3700857,4.95,20.71,37
3700858,19.37,8.701,37
3700860,0.45,8.17,37
3700862,2.95,6,37
3700863,11.83,2.07,37
3700865,0.2,0.38,37
3700867,14.75,0.58,37
3700868,13.89,4.36,37
3700869,15.56,1.21,37
3700870,14.63,5.8,37
3700871,5.98,8.35,37
3700872,15.67,0.2,37
3700875,4.95,0,37
3700877,0.49,0.06,37
3700878,2.98,3,37
3700879,,0.112,37
3700880,0.15,4,37
3700881,0.33,1.6,37
3700883,8.57,5.8,37
3700884,4.67,1.6,37
3700888,,1.7,37
3700889,,0.067,37
3700890,,0.05,37
3700893,,0.333,37
3700894,,0.05,37
3700895,,0.006,37
3700896,12.05,0.25,37
3700897,50.25,0.5,37
3700898,49.26,0.5,37
3700899,5.91,4,37
3700900,,0.25,37
3700901,38.28,0,37
3700902,,0.223,37
3700903,,0.116,37
3700904,,0.069,37
3700905,,0.06,37
3700906,2.12,4.41,37
3700907,,0.033,37
3700908,,0.033,37
3700909,,0.033,37
3700910,,0.033,37
3700911,,0.033,37
3700912,,0.033,37
3700913,,0.033,37
3700914,,0.033,37
3700915,,0.033,37
3700916,,0.033,37
3700917,,0.033,37
3700918,,0.033,37
3700919,,0.033,37
3700920,,0.1,37
3700921,,0.0104,37
3700922,0.01,0.067,37
3700923,0,0,37
3700924,37.81,0.045,37
3700925,,0.1,37
3700926,,0,37
3700927,6.15,310.175,37
3700928,3.82,0.94,37
3700929,0.74,0.033,37
3700930,1.05,0.044,37
3700932,1.56,0,37
3700933,5.82,1.34,37
3700934,8.31,4.768,37
3700935,6.3,1.9,37
3700936,,0.111,37
3700937,1.82,2,37
3700939,10.01,1.5,37
3700940,,0.033,37
3700941,,0.035,37
3700942,,0.053,37
3700943,4.75,2.48,37
3700944,,0.049,37
3700945,,0.051,37
3700946,,0.078,37
3700947,11.4,7,37
3700948,2.65,0.089,37
3700949,,0.0149,37
3700950,28.14,0.043,37
3700951,2.06,0.07,37
3700952,,0.049,37
3700953,,0.027,37
3700954,3.43,1.5,37
3700955,,0.1,37
3700957,0.01,0.5,37
3700958,,0.093,37
3700959,,0.078,37
3700960,5.91,0,37
3700961,11.46,3.1,37
3700963,,0.043,37
3700964,,0.046,37
3700966,,0.25,37
3700967,38.06,1,37
3700968,5.88,0,37
3700969,2.21,2,37
3700970,,0.75,37
3700971,2.12,0.0334,37
3700972,,0.0312,37
3700973,,0.022,37
3700974,4.04,2.22,37
3700975,0.25,2,37
3700976,,0.022,37
3700977,,0.38,37
3700978,,0.44,37
3700979,3.56,2,37
3700980,4.53,2.5,37
3700981,4.95,3,37
3700982,,1,37
3700983,,0.5,37
3700984,,0.033,37
3700985,,0.05,37
3700986,,0.1,37
3700987,,0.25,37
3700988,,0.1,37
3700989,,0.1,37
3700990,,0.1,37
3700991,,1.067,37
3700992,,0.107,37
3700993,,0.0044,37
3700994,,0.0044,37
3700995,,0.0044,37
3700996,,0.0044,37
3700997,,0.044,37
3700998,,0.044,37
3700999,,0.044,37
3701000,0.6,5.35,37
3701001,,0.05,37
3701002,,0.154,37
3701003,,0.0308,37
3701006,1.97,0.46,37
3701007,7.75,1,37
3701008,,0.133,37
3701009,,0.78,37
3701011,1.41,0,37
3701013,4.99,0,37
3701014,,1,37
3701015,,0.31,37
3701016,,0.31,37
3701017,2.14,0,37
3701018,2,0,37
3701019,1.03,0,37
3701020,48.19,0,37
3701021,42.36,0,37
3701022,3.43,0,37
3701023,2.17,0,37
3701024,0.07,0,37
3701025,0.01,0,37
3701026,45.58,0,37
3701027,40,0,37
3701028,38.88,0,37
3701029,11.69,2,37
3701030,1.57,0.5,37
3701031,2.01,2.68,37
3701032,,0,37
3701033,,0.001,37
3701035,25.66,0.4,37
3701037,,0.01,37
3701038,,0.005,37
3701039,,0.005,37
3701040,,0.005,37
3701041,,0.007,37
3701042,,0.035,37
3701043,,0.01,37
3701044,,0.05,37
3701045,,0.0167,37
3701046,33.97,0.5,37
3701047,,0.033,37
3701048,2.95,2,37
3701049,,0.096,37
3701050,,0.069,37
3701051,,0.042,37
3701052,,0.047,37
3701053,9.1,0,37
3701054,,2.5,37
3701055,,0.0205,37
3701056,4.36,1,37
3701058,60.55,1.02,37
3701059,60.55,6,37
3701060,,0.25,37
3701061,2.59,0,37
3701062,,0.067,37
3701063,2.57,0,37
3701064,,0.033,37
3701065,2.12,0,37
3701066,2.1,20,37
3701067,2.2,10,37
3701068,,0.5,37
3701069,,0.25,37
3701070,,0.044,37
3701073,,3.57,37
3701074,,0.1,37
3701075,,0.0044,37
3701076,,2,37
3701077,2.12,2,37
3701078,2.12,2,37
3701079,,1,37
3701080,45.36,1,37
3701083,,0.033,37
3701084,0.66,3.168,37
3701085,42.43,0,37
3701086,0.95,15,37
3701087,37.55,13.01,37
3701088,,0,37
3701091,14.4,0,37
3701094,1.85,2,37
3701095,,0.0223,37
3701096,,0.0665,37
3701097,,0.05,37
3701099,12.84,1.1,37
3701104,5.47,3,37
3701105,3.08,0.2,37
3701107,0.24,0,37
3701108,10.67,0.044,37
3701109,,0.22,37
3701110,38,2.5,37
3701111,3.68,0.6,37
3701112,,0.033,37
3701113,,0.033,37
3701114,,0.0176,37
3701115,,0.0176,37
3701116,37.32,0,37
3701117,1,0,37
3701118,37.38,0,37
3701119,,0,37
3701120,0.25,2.5,37
3701121,4,0,37
3701122,1.85,3,37
3701123,4.9,0,37
3701124,,0.022,37
3701125,11.69,0,37
3701126,13.27,5.1,37
3701127,,0,37
3701128,,0,37
3701129,,0,37
3701130,,0,37
3701131,1.14,0,37
3701132,0.17,0,37
3701133,0.78,0,37
3701134,11.69,0,37
3701135,11.69,0,37
3701136,,0.044,37
3701137,,0.0167,37
3701138,3.72,0,37
3701139,0.85,1,37
3701142,2.98,0.6,37
3701143,11.45,0.08,37
3701144,11.45,0,37
3701146,27.18,0,37
3701147,2.12,0,37
3701149,11.69,0,37
3701150,0.36,0.1,37
3701151,16.08,4,37
3701152,5.95,0,37
3701153,5.1,0,37
3701155,11.41,0,37
3701157,4.06,0,37
3701158,0.36,0.1,37
3701159,0.81,0.067,37
3701160,0.37,0.1,37
3701161,0.89,0.1,37
3701162,1.09,0,37
3701166,1.73,0.3648,37
3701167,1.73,1,37
3701168,16.18,0,37
3701170,2.12,0.13,37
3701171,1.86,0.033,37
3701191,4.62,0.16,37
3701192,1.16,0,37
3701194,0.8,0.1,37
3701195,15.56,0,37
3701196,,0,37
3701197,,0,37
3701198,9.39,9,37
3701199,,2,37
3701200,2.12,0.242,37
3701201,,0,37
3701202,37.57,0.267,37
3701203,1.67,0,37
3701204,1.56,0,37
3701205,35.64,0,37
3701206,0.25,5.4,37
3701207,0.68,0,37
3701208,0.68,0,37
3701209,1.1,0,37
3701210,11.69,0,37
3701211,11.69,0,37
3701212,1.44,0,37
3701213,,0.22,37
3701214,,0.22,37
3701215,,0.22,37
3701216,,0,37
3701217,,0,37
3701218,3.68,0,37
3701219,15.72,0,37
3701220,22.5,0,37
3701221,7.72,0,37
3701222,2.43,0.8,37
3701223,3.75,1,37
3701224,,0.233,37
3701225,,0.166,37
3701226,,0.066,37
3701227,,0.099,37
3701228,,0,37
3701229,,0.066,37
3701230,,0.166,37
3701231,,0.073,37
3701232,,0.073,37
3701233,,0,37
3701234,,0,37
3701235,,0,37
3701236,3.09,0.625,37
3701238,11.06,0.5,37
3701240,3.75,0.8,37
3701241,,0.75,37
3701242,,0.434,37
3701243,3.35,1,37
3701244,9.37,4.7,37
3701245,10.07,0,37
3701246,11.92,0,37
3701247,11.78,0,37
3701248,5.55,0,37
3701249,4.1,0,37
3701250,2.67,0,37
3701251,8.57,0,37
3701252,8.96,0,37
3701253,1.43,62.18,37
3701254,12.64,38.6,37
3701255,13.76,39.8,37
3701256,13.87,41.3,37
3701257,9.98,0,37
3701258,12.06,0,37
3701259,12.53,0,37
3701260,7.57,0,37
3701261,4.16,0,37
3701262,2.93,0,37
3701263,8.57,0,37
3701264,10.07,0,37
3701265,1.42,0,37
3701266,0.65,0,37
3701267,60.55,0,37
3701268,1.04,0,37
3701269,2.71,0,37
3701270,3.8,0,37
3701271,4.66,0,37
3701272,4.66,0,37
3701273,12.93,0,37
3701277,1.41,0.93,37
3701278,31.59,0,37
3701279,1.9,0.5688,37
3701280,2.99,1,37
3701281,1.33,0.3,37
3701282,1.45,0,37
3701283,0,0,37
3701284,0,0,37
3701285,2.68,0,37
3701286,2.68,0,37
3701287,3.28,0,37
3701288,3.1,0,37
3701289,1.51,0,37
3701290,3.28,44,37
3701291,0.8,0.1,37
3701292,0.8,1,37
3701294,43.96,4.5,37
3701295,38,6.7,37
3701296,7.74,0.016,37
3701297,2.54,0,37
3701298,33.99,0,37
3701299,0.42,1,37
3701300,30.83,131.75,37
3701301,11.82,0.066,37
3701302,11.82,0.044,37
3701306,2.12,0.025,37
3701308,4.67,0,37
3701309,4.92,0,37
3701310,,0,37
3701311,2.12,0.05,37
3701312,0.42,0.9,37
3701313,1.17,0.2,37
3701314,0.12,0.1,37
3701315,0.37,0.15,37
3701316,8.08,0,37
3701317,7.95,0,37
3701318,1.31,0,37
3701319,46.57,0,37
3701320,42.91,0,37
3701321,48.52,0,37
3701322,0.6,0.15,37
3701323,0.84,0.15,37
3701324,1.12,0,37
3701326,1.39,0.15,37
3701327,1.52,0.15,37
3701328,1.51,0.15,37
3701329,1.4,0.15,37
3701330,1.67,0.15,37
3701331,1.66,0.15,37
3701332,1.81,0.15,37
3701333,1.91,0.15,37
3701334,2,0.15,37
3701335,1.84,0,37
3701336,47.68,0,37
3701337,11.2,1.425,37
3701339,8.52,0,37
3701340,8.47,0,37
3701341,1.03,3.5,37
3701343,1.38,0,37
3701344,11.66,0,37
3701345,1.55,1.5,37
3701346,3.72,0,37
3701347,,2,37
3701348,,0.15,37
3701349,,0.25,37
3701350,32.36,1.1635,37
3701351,0,1,37
3701352,39.17,0.033,37
3701353,1.53,2.8225,37
3701354,32.36,0,37
3701355,,0,37
3701356,,2,37
3701357,3.39,0.75,37
3701358,18.1,2.9,37
3701359,18.1,0,37
3701360,1.41,0,37
3701361,25.89,0.25,37
3701362,25.9,0.25,37
3701363,10.27,6.1,37
3701364,13.27,1.5,37
3701365,2.89,0,37
3701366,2.29,0.2,37
3701367,0.98,1,37
3701368,1.4,1,37
3701369,,1.1,37
3701370,26.64,7.32,37
3701372,0.42,0.15,37
3701373,16.8,0,37
3701374,45.39,0,37
3701375,1.08,0,37
3701376,3.37,0,37
3701377,3.34,0,37
3701378,4.97,2.1,37
3701379,1.32,0,37
3701380,1.65,0,37
3701381,2.81,0,37
3701382,3.3,0,37
3701383,4.59,0,37
3701384,3.12,0,37
3701385,2.91,0,37
3701386,2.75,0,37
3701387,30.97,0,37
3701388,31.88,0,37
3701391,0.13,0,37
3701392,7.74,0.25,37
3701393,7.08,0,37
3701394,12.89,0.25,37
3701395,2.89,0.066,37
3701396,10.09,1.33,37
3701397,9.6,0,37
3701398,22.85,0,37
3701399,38,0,37
3701400,42.77,0,37
3701401,42.78,0,37
3701402,42.78,0,37
3701403,13.96,2.2,37
3701404,55.37,0,37
3701406,5.55,0,37
3701407,5.89,0,37
3701408,2.12,1.1,37
3701409,57.21,0,37
3701410,3.25,6.7,37
3701411,6.99,0.8,37
3701412,5.29,719,37
3701413,5.27,665,37
3701414,5.25,628,37
3701415,2.97,0,37
3701416,38.03,1400,37
3701417,38.07,1400,37
3701418,38.11,1400,37
3701419,15.76,0.2,37
3701420,1.41,0,37
3701421,1.41,0.3,37
3701422,1.28,0.1,37
3701423,0.72,0,37
3701424,31.17,0.067,37
3701425,25.64,0,37
3701426,26.66,0,37
3701427,26.66,0,37
3701428,2.13,0,37
3701429,2.13,0.56,37
3701430,1.1,0,37
3701431,2.12,0,37
3701432,2.12,0,37
3701433,2.73,0,37
3701434,0.42,0,37
3701435,0.03,0,37
3701436,0,0,37
3701437,0,0,37
3701438,50.35,0,37
3701442,2.08,0,37
3701443,0.12,0,37
3701444,14.9,0,37
3701445,6.34,0,37
3701446,2.12,0.17,37
3701447,4.8,0,37
3701448,1.48,0,37
3701449,32.76,1,37
3701450,9.67,0.1,37
3701451,39.06,0,37
3701453,0.6,1.44,37
3701455,1.62,0.75,37
3701456,1.39,0,37
3701457,1.69,0,37
3701458,8.52,0,37
3701459,8.51,0,37
3701460,8.48,0,37
3702000,0.01,6,37
3702001,17.8,5,37
3702002,16.5,20,37
3702003,0.72,1,37
3702004,1.08,0.5,37
3702005,1.31,1,37
3702006,4.06,1,37
3702007,2.12,5,37
3702008,0.58,1,37
3702009,0.01,1,37
3702010,13.76,2,37
3702011,8.82,1,37
3702012,0.1,130,37
3702013,0,5,37
3702014,1.56,1,37
3702015,11.21,5,37
3702016,11.21,4,37
3702017,7.58,10,37
3702018,0.02,20,37
3702019,7.57,4,37
3702020,0.01,4,37
3702021,0.01,2,37
3702022,0.72,1,37
3702023,0.72,1,37
3702024,60.55,3,37
3702025,2.66,1,37
3702026,60.55,2,37
3702027,0.02,1,37
3702028,46.57,25,37
3702029,0.01,0.5,37
3702030,0.01,1,37
3702031,58.57,3,37
3702032,57.87,1,37
3702033,57.88,2,37
3702034,52.2,15,37
3702035,57.02,1,37
3702036,2.7,4,37
3702037,2.69,2,37
3702038,0,7,37
3702039,2.1,1,37
3702040,4.92,1,37
3702041,32.59,85,37
3702042,42.78,50,37
3702043,11.69,12,37
3702044,11.69,7.2,37
3702045,11.69,8,37
3702046,58.57,12,37
3702047,2.33,1.25,37
3702048,5,12,37
3702050,11.34,15,37
3702051,3.98,2.5,37
3702052,3.97,3,37
3702053,9.44,3,37
3702054,10.06,3,37
3702055,11.34,11,37
3702056,0.01,36,37
3702057,2.75,26,37
3702058,8.45,2,37
3702059,14.94,110,37
3702060,5.57,1.5,37
3702061,0.05,4,37
3702062,2.19,3.75,37
3702063,1.55,2.5,37
3702065,60.55,2,37
3702066,60.55,1.5,37
3702067,5.29,2.5,37
3702068,2.64,0.5,37
3702069,9.36,2.5,37
3702070,5.33,0.75,37
3702071,4.9,0.35,37
3702087,1.74,1.3,37
3703096,,0.1,37
3703398,26.7,0,37
3703399,4.95,0,37
3703400,57.96,0,37
3703401,60.55,0,37
3703402,57.21,0,37
3703403,4.72,0.064,37
3703404,38.36,0,37
3703405,38.81,0,37
3703500,,0.8,37
3703510,6.99,73,37
3703513,6.3,204.1,37
3703516,7.6,36.52,37
3703517,9.27,192.78,37
3703520,22.2,947,37
3703522,5.13,603.785,37
3703523,0.87,22,37
3703524,5.26,1002.58,37
3703526,0.35,0,37
3703527,,7146.7,37
3703528,14.81,28.84,37
3703530,10.06,308,37
3703532,11.69,0,37
3703533,3.66,12,37
3703534,3.74,9,37
3703535,5.01,147,37
3703536,0,9,37
3703537,13.87,276,37
3703538,16.97,1175,37
3703539,1.66,143,37
3703540,0.75,22.5,37
3703541,2.76,1010,37
3703542,1.83,13,37
3703543,9.3,1.1,37
3703544,0.19,60,37
3703545,60.22,19,37
3703546,3.24,26,37
3703547,2.59,28,37
3703548,14.08,0,37
3703550,2.26,84,37
3703551,16.11,25,37
3703552,4.59,8,37
3703553,0,0,37
3703554,3.2,40,37
3703555,1.56,0,37
3703556,10.4,532,37
3703557,22.2,56,37
3703558,3,19,37
3703559,,4,37
3703560,3,90,37
3703561,3,45,37
3703562,8.06,276,37
3703563,8.66,11,37
3703564,2.61,130,37
3703565,4.58,42,37
3703566,4.78,32,37
3703567,4.77,169,37
3703568,4.79,25,37
3703569,1,8.5,37
3703570,2.25,25,37
3703571,2.25,68,37
3703572,12.97,465,37
3703573,9.1,1240,37
3703574,1.75,14,37
3703575,1.75,80,37
3703576,4.44,128,37
3703577,22.2,33,37
3703578,9.3,24,37
3703579,4,36,37
3703580,3.25,0.75,37
3703581,3.75,15,37
3703582,4.5,18,37
3703583,4.62,38,37
3703584,5.22,63,37
3703585,19.1,45,37
3703587,8.4,1548,37
3703588,9.2,68,37
3703590,2,84,37
3703591,15.81,1.98,37
3703592,,0,37
3703593,3.9,60,37
3703594,6.69,5.5,37
3703595,7.3,25,37
3703596,1.42,10.114,37
3703597,0.47,5,37
3703598,10.78,2.8,37
3703600,37.52,271.8686,37
3703601,0.6,5.19,37
3703602,,0.0104,37
3703603,2.12,3.43,37
3703604,3,3.5,37
3703605,3.02,3.5,37
3703606,2.5,5.88,37
3703607,0.47,0.57,37
3703608,7.56,396.36,37
3703609,9.42,0,37
3703610,9.09,0,37
3703611,7.57,0,37
3703612,11.69,0,37
3703613,11.69,0,37
3703614,3.55,6,37
3703616,0.66,43,37
3703623,11.69,0,37
3703625,0.94,0,37
3703627,0.41,38,37
3703628,35.85,0,37
3703630,9.15,4,37
3703631,3.41,0,37
3703633,35.54,0,37
3703634,3.37,0,37
3703635,34.58,9.2,37
3703636,35.11,0,37
3703639,0.34,0,37
3703644,5.54,5,37
3703645,5.38,0.2,37
3703646,,0.4,37
3703647,,0.4,37
3703648,,0.5,37
3703649,,0.4,37
3703650,,0.2,37
3703651,,0.2,37
3703652,,0.2,37
3703653,,0.1,37
3703654,,0.3,37
3703655,,0.1,37
3703656,,0.1,37
3703657,,0.7,37
3703658,,0.2,37
3703659,8.32,2.9,37
3703660,,0.5,37
3703661,,0.1,37
3703662,,0.4,37
3703663,,0.2,37
3703664,,0.1,37
3703665,9.24,15,37
3703666,,0.1,37
3703667,,0.1,37
3703668,,0.1,37
3703669,,1.2,37
3703670,,0.1,37
3703671,,0.3,37
3703672,,0.4,37
3703673,,0.3,37
3703674,5.84,0.1,37
3703675,,0.2,37
3703676,,0.1,37
3703677,,0.1,37
3703678,,0.1,37
3703679,,0.4,37
3703680,,0.1,37
3703681,2.31,8,37
3703682,35.54,1,37
3703683,33.98,0.6,37
3703684,0.34,7.2,37
3703686,2.12,0.73,37
3703688,1.91,0.325,37
3703689,0.7,0.4,37
3703690,0.95,1.922,37
3703691,2.12,0.011,37
3703692,2.12,0,37
3703693,2.12,0.93,37
3703694,2.12,0,37
3703695,15.25,1.2,37
3703696,8.42,1,37
3703697,8.42,1,37
3703698,1.69,0,37
3703699,5.08,3301,37
3703702,0.6,0,37
3703703,33.69,15.5,37
3703704,35.11,1.3,37
3703706,8.75,0.5,37
3703707,33.57,0,37
3703708,33.6,0,37
3703709,33.4,0,37
3703710,33.4,0,37
3703711,33.4,0,37
3703712,8.15,0,37
3703713,0.19,0,37
3703714,0.16,0,37
3703715,35,0,37
3703716,34.97,0,37
3703717,34.83,0,37
3703718,1.89,4.016,37
3703719,19.62,0,37
3703720,1.35,0,37
3703722,21.66,0,37
3703723,3.2,1.26,37
3703724,3.25,23.2,37
3703725,1.71,0,37
3703726,1.6,0,37
3703727,1.35,2.8,37
3703728,1.22,0,37
3703729,25.69,0,37
3703730,28.02,10.2,37
3703731,2.09,4.1,37
3703732,25.97,20,37
3703733,26.83,0,37
3703734,3.37,4,37
3703735,2.8,5,37
3703736,0.49,6,37
3703737,0.89,0,37
3703738,32.18,0,37
3703739,32.2,0,37
3703740,32.76,0,37
3703741,31.72,0,37
3703742,58.56,17.66,37
3703743,1.86,7.386,37
3703744,2.93,2.4,37
3703745,2.9,0.6,37
3703746,2.93,1.1,37
3703747,2.9,2.8,37
3703748,19.63,8,37
3703749,19.63,0,37
3703750,1.05,5.35,37
3703751,2.12,2,37
3703752,2.12,0,37
3703753,2.12,0.11,37
3703754,2.12,0.14,37
